SampleID,SampleDate,Species,Sex,Tissue,Length,Weight,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFBS,PFPeS,PFHxS,PFHpS,PFOS,6:2 FTS,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFHxDA,PFNS,PFDS,PFDoS,4:2 FTS,8:2 FTS,10:2 FTS,N-MeFOSAA,N-EtFOSAA,FOSA,FOSAA,N-MeFOSA,N-EtFOSA,HFPO-DA,ADONA,9Cl-PF3ONS,11Cl-PF3OUdS,3:3 FTCA,5:3 FTCA,7:3 FTCA,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,6:2 diPAP,FBSA,FHxSA,PFPrS,Cl-PFOS,PFEtCHxS,8:2 diPAP,diSAmPAP,SumPFAS,log_PFBA,log_PFPeA,log_PFHxA,log_PFHpA,log_PFOA,log_PFNA,log_PFBS,log_PFPeS,log_PFHxS,log_PFHpS,log_PFOS,log_6:2 FTS,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFHxDA,log_PFNS,log_PFDS,log_PFDoS,log_4:2 FTS,log_8:2 FTS,log_10:2 FTS,log_N-MeFOSAA,log_N-EtFOSAA,log_FOSA,log_FOSAA,log_N-MeFOSA,log_N-EtFOSA,log_HFPO-DA,log_ADONA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_6:2 FTCA,log_8:2 FTCA,log_10:2 FTCA,log_6:2 FTUCA,log_8:2 FTUCA,log_6:2 diPAP,log_FBSA,log_FHxSA,log_PFPrS,log_Cl-PFOS,log_PFEtCHxS,log_8:2 diPAP,log_diSAmPAP
BG035-GON-05262021,4/28/2021 0:00,Bluegill,F,Gonad,20,195.25,1.54,0.925,3.89,1.27,11,3.94,1.04,2.3,57.6,4.6,1460,0.02335,7.3,13.9,13.9,8.69,7.58,0.118,11.6,14.4,2.5,0.02335,13.1,4.28,0.02335,0.02335,4,0.02335,0.02335,0.02335,0.02335,0.02335,0.02335,0.02335,0.02335,0.542,1.02,0.02335,0.02335,0.02335,0.02335,0.02335,0.02335,3.68,33.9,0.02335,2.57,0.02335,0.02335,0.02335,1691.6987,0.187520721,-0.033858267,0.589949601,0.103803721,1.041392685,0.595496222,0.017033339,0.361727836,1.760422483,0.662757832,3.164352856,-1.631713115,0.86332286,1.1430148,1.1430148,0.939019776,0.879669206,-0.928117993,1.064457989,1.158362492,0.397940009,-1.631713115,1.117271296,0.631443769,-1.631713115,-1.631713115,0.602059991,-1.631713115,-1.631713115,-1.631713115,-1.631713115,-1.631713115,-1.631713115,-1.631713115,-1.631713115,-0.266000713,0.008600172,-1.631713115,-1.631713115,-1.631713115,-1.631713115,-1.631713115,-1.631713115,0.565847819,1.530199698,-1.631713115,0.409933123,-1.631713115,-1.631713115,-1.631713115
BG035-LIV-05262021,4/28/2021 0:00,Bluegill,F,Liver,20,195.25,1.13,0.26,2.72,1.17,9.83,0.01905,1.23,3.46,72.8,10.8,3620,0.01905,6.78,13.8,21.4,19.3,13.6,2.2,27.5,52.7,10.7,0.01905,26.9,10.4,0.01905,0.01905,12.9,0.01905,0.01905,0.01905,0.01905,0.01905,0.01905,0.01905,0.01905,1.12,0.01905,0.01905,0.01905,0.01905,0.01905,0.01905,0.01905,22.7,52.7,0.01905,5.71,0.01905,0.01905,0.01905,4024.2672,0.053078443,-0.585026652,0.434568904,0.068185862,0.992553518,-1.72010502,0.089905111,0.539076099,1.862131379,1.033423755,3.558708571,-1.72010502,0.831229694,1.139879086,1.330413773,1.285557309,1.133538908,0.342422681,1.439332694,1.721810615,1.029383778,-1.72010502,1.42975228,1.017033339,-1.72010502,-1.72010502,1.11058971,-1.72010502,-1.72010502,-1.72010502,-1.72010502,-1.72010502,-1.72010502,-1.72010502,-1.72010502,0.049218023,-1.72010502,-1.72010502,-1.72010502,-1.72010502,-1.72010502,-1.72010502,-1.72010502,1.356025857,1.721810615,-1.72010502,0.756636108,-1.72010502,-1.72010502,-1.72010502
BG035-MU-05262021,4/28/2021 0:00,Bluegill,F,Muscle,20,195.25,0.473,0.213,0.705,0.327,1.2,0.647,0.276,0.539,11.5,0.666,308,0.0185,1.11,1.92,1.55,0.814,0.759,0.037,1.69,2.31,0.371,0.0185,2.2,0.711,0.0185,0.0185,0.554,0.0185,0.0185,0.0185,0.0185,0.0185,0.0185,0.0185,0.0185,0.157,0.299,0.0185,0.0185,0.0185,0.0185,0.0185,0.0185,0.924,4.55,0.0185,0.423,0.0185,0.0185,0.0185,345.332,-0.325138859,-0.671620397,-0.151810883,-0.485452247,0.079181246,-0.189095719,-0.559090918,-0.268411235,1.06069784,-0.176525771,2.488550717,-1.732828272,0.045322979,0.283301229,0.190331698,-0.089375595,-0.119758224,-1.431798276,0.227886705,0.36361198,-0.43062609,-1.732828272,0.342422681,-0.148130399,-1.732828272,-1.732828272,-0.256490235,-1.732828272,-1.732828272,-1.732828272,-1.732828272,-1.732828272,-1.732828272,-1.732828272,-1.732828272,-0.804100348,-0.524328812,-1.732828272,-1.732828272,-1.732828272,-1.732828272,-1.732828272,-1.732828272,-0.034328029,0.658011397,-1.732828272,-0.373659633,-1.732828272,-1.732828272,-1.732828272
BG035-STO-05262021,4/28/2021 0:00,Bluegill,F,Stomach,20,195.25,1.79,0.782,0.0247,2.18,30.7,0.0247,1.51,4.87,52,18.3,1300,0.0247,5.88,12.9,12.7,10.9,7.36,0.322,19.9,24.2,9.11,0.0247,14.9,4.13,0.0247,0.0247,12.2,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,1.35,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,0.0247,8.69,58.4,0.0247,10.4,0.0247,0.0247,0.0247,1626.0915,0.252853031,-0.106793247,-1.607303047,0.338456494,1.487138375,-1.607303047,0.178976947,0.687528961,1.716003344,1.26245109,3.113943352,-1.607303047,0.769377326,1.11058971,1.103803721,1.037426498,0.866877814,-0.492144128,1.298853076,1.383815366,0.959518377,-1.607303047,1.173186268,0.615950052,-1.607303047,-1.607303047,1.086359831,-1.607303047,-1.607303047,-1.607303047,-1.607303047,-1.607303047,-1.607303047,-1.607303047,-1.607303047,0.130333768,-1.607303047,-1.607303047,-1.607303047,-1.607303047,-1.607303047,-1.607303047,-1.607303047,0.939019776,1.766412847,-1.607303047,1.017033339,-1.607303047,-1.607303047,-1.607303047
BG036-GON-05262021,4/28/2021 0:00,Bluegill,F,Gonad,18,128.8,1.25,0.0246,0.943,0.707,2.93,0.0246,0.266,0.764,22.7,5.01,1300,0.0246,6.43,9.77,9.65,5.06,4.08,0.137,19.6,19.8,3.92,0.0246,12.7,4.6,0.0246,0.0246,7,0.0246,0.0246,0.0246,0.0246,0.0246,0.0246,0.0246,0.0246,0.678,0.0246,0.0246,0.0246,0.0246,0.0246,0.0246,0.0246,6.94,45.5,0.0246,4.29,0.0246,0.0246,0.0246,1495.34,0.096910013,-1.609064893,-0.025488307,-0.150580586,0.46686762,-1.609064893,-0.575118363,-0.116906641,1.356025857,0.699837726,3.113943352,-1.609064893,0.808210973,0.989894564,0.984527313,0.704150517,0.610660163,-0.863279433,1.292256071,1.29666519,0.593286067,-1.609064893,1.103803721,0.662757832,-1.609064893,-1.609064893,0.84509804,-1.609064893,-1.609064893,-1.609064893,-1.609064893,-1.609064893,-1.609064893,-1.609064893,-1.609064893,-0.168770306,-1.609064893,-1.609064893,-1.609064893,-1.609064893,-1.609064893,-1.609064893,-1.609064893,0.84135947,1.658011397,-1.609064893,0.632457292,-1.609064893,-1.609064893,-1.609064893
BG036-LIV-05262021,4/28/2021 0:00,Bluegill,F,Liver,18,128.8,1.1,0.02305,1.8,0.636,3.82,0.02305,0.279,1.05,24.4,12.8,1900,0.02305,7.93,11.6,10.5,6.03,7.35,0.272,22.3,24.5,11.4,0.02305,19,6.19,0.02305,0.02305,16.7,0.02305,0.02305,0.02305,0.02305,0.02305,0.02305,0.02305,0.02305,0.629,0.02305,0.02305,0.02305,0.02305,0.02305,0.02305,0.02305,15.1,81.7,0.02305,11.1,0.02305,0.02305,0.02305,2198.76225,0.041392685,-1.63732907,0.255272505,-0.196542884,0.582063363,-1.63732907,-0.554395797,0.021189299,1.387389826,1.10720997,3.278753601,-1.63732907,0.899273187,1.064457989,1.021189299,0.780317312,0.866287339,-0.565431096,1.348304863,1.389166084,1.056904851,-1.63732907,1.278753601,0.791690649,-1.63732907,-1.63732907,1.222716471,-1.63732907,-1.63732907,-1.63732907,-1.63732907,-1.63732907,-1.63732907,-1.63732907,-1.63732907,-0.201349355,-1.63732907,-1.63732907,-1.63732907,-1.63732907,-1.63732907,-1.63732907,-1.63732907,1.178976947,1.912222057,-1.63732907,1.045322979,-1.63732907,-1.63732907,-1.63732907
BG036-MU-05262021,4/28/2021 0:00,Bluegill,F,Muscle,18,128.8,0.382,0.122,0.21,0.165,0.498,0.468,0.0475,0.149,3.97,0.526,277,0.02375,1.56,2.16,2.15,0.925,0.95,0.0475,1.96,2.14,0.427,0.02375,3.17,1.58,0.02375,0.02375,1,0.02375,0.02375,0.02375,0.02375,0.02375,0.02375,0.02375,0.02375,0.137,0.368,0.02375,0.02375,0.02375,0.02375,0.02375,0.02375,1.12,10,0.02375,0.557,0.02375,0.02375,0.02375,314.3115,-0.417936637,-0.913640169,-0.677780705,-0.782516056,-0.302770657,-0.329754147,-1.32330639,-0.826813732,0.598790507,-0.279014256,2.442479769,-1.624336386,0.193124598,0.334453751,0.33243846,-0.033858267,-0.022276395,-1.32330639,0.292256071,0.330413773,-0.369572125,-1.624336386,0.501059262,0.198657087,-1.624336386,-1.624336386,0,-1.624336386,-1.624336386,-1.624336386,-1.624336386,-1.624336386,-1.624336386,-1.624336386,-1.624336386,-0.863279433,-0.434152181,-1.624336386,-1.624336386,-1.624336386,-1.624336386,-1.624336386,-1.624336386,0.049218023,1,-1.624336386,-0.254144805,-1.624336386,-1.624336386,-1.624336386
BG036-STO-05262021,4/28/2021 0:00,Bluegill,F,Stomach,18,128.8,1.91,0.01975,0.905,0.541,3.13,0.01975,0.369,1.23,26.3,16.3,1730,0.01975,7.02,9.3,8.86,5.75,5.87,0.334,20.2,23.5,15.9,0.01975,19.3,4.5,0.01975,0.01975,17.5,0.01975,0.01975,0.01975,0.01975,0.01975,0.01975,0.01975,0.01975,0.755,0.01975,0.01975,0.01975,0.01975,0.01975,0.01975,0.01975,22.9,140,0.01975,14.5,0.01975,0.01975,0.01975,2097.36775,0.281033367,-1.7044329,-0.043351421,-0.266802735,0.495544338,-1.7044329,-0.432973634,0.089905111,1.419955748,1.212187604,3.238046103,-1.7044329,0.846337112,0.968482949,0.947433722,0.759667845,0.768638101,-0.476253533,1.305351369,1.371067862,1.201397124,-1.7044329,1.285557309,0.653212514,-1.7044329,-1.7044329,1.243038049,-1.7044329,-1.7044329,-1.7044329,-1.7044329,-1.7044329,-1.7044329,-1.7044329,-1.7044329,-0.122053048,-1.7044329,-1.7044329,-1.7044329,-1.7044329,-1.7044329,-1.7044329,-1.7044329,1.359835482,2.146128036,-1.7044329,1.161368002,-1.7044329,-1.7044329,-1.7044329
BG037-GON-05262021,4/28/2021 0:00,Bluegill,F,Gonad,17,105.1,0.0419,0.02095,0.0991,0.0419,0.122,1.13,0.0988,0.309,15.5,5.11,2170,0.02095,9.18,14.2,16.1,9.63,11.4,0.583,12.4,10.7,2.34,0.02095,14.7,4.53,0.02095,0.02095,4.44,0.02095,0.02095,0.02095,0.02095,0.02095,0.02095,0.02095,0.02095,0.177,1.99,0.02095,0.02095,0.02095,0.02095,0.02095,0.02095,4.98,30.4,0.02095,2.53,0.02095,0.02095,0.02095,2343.21455,-1.377785977,-1.678815973,-1.003926346,-1.377785977,-0.913640169,0.053078443,-1.005243055,-0.510041521,1.190331698,0.7084209,3.336459734,-1.678815973,0.962842681,1.152288344,1.206825876,0.983626287,1.056904851,-0.234331445,1.093421685,1.029383778,0.369215857,-1.678815973,1.167317335,0.656098202,-1.678815973,-1.678815973,0.64738297,-1.678815973,-1.678815973,-1.678815973,-1.678815973,-1.678815973,-1.678815973,-1.678815973,-1.678815973,-0.752026734,0.298853076,-1.678815973,-1.678815973,-1.678815973,-1.678815973,-1.678815973,-1.678815973,0.697229343,1.482873584,-1.678815973,0.403120521,-1.678815973,-1.678815973,-1.678815973
BG037-LIV-05262021,4/28/2021 0:00,Bluegill,F,Liver,17,105.1,0.04865,0.02435,0.02435,0.02435,0.02435,0.02435,0.02435,0.331,16.2,13.4,2330,0.02435,8.45,12.8,16.1,11.3,13.8,0.333,23.8,26.5,17.1,0.02435,19.6,5.3,0.02435,0.02435,10.3,0.02435,0.02435,0.02435,0.02435,0.02435,0.02435,0.02435,0.02435,0.02435,1.3,0.02435,0.02435,0.02435,0.02435,0.02435,0.02435,7.27,75.3,0.02435,15,0.02435,0.02435,0.02435,2624.9388,-1.312917155,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-0.480172006,1.209515015,1.127104798,3.367355921,-1.613501034,0.926856709,1.10720997,1.206825876,1.053078443,1.139879086,-0.477555766,1.376576957,1.423245874,1.23299611,-1.613501034,1.292256071,0.72427587,-1.613501034,-1.613501034,1.012837225,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-1.613501034,0.113943352,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-1.613501034,-1.613501034,0.861534411,1.876794976,-1.613501034,1.176091259,-1.613501034,-1.613501034,-1.613501034
BG037-MU-05262021,4/28/2021 0:00,Bluegill,F,Muscle,17,105.1,0.0423,0.02115,0.0423,0.0423,0.0937,0.215,0.02115,0.088,2.63,0.451,354,0.02115,1.53,2.13,2.95,1.79,1.52,0.0423,2.09,2.17,0.444,0.02115,3.11,1.04,0.02115,0.02115,0.87,0.02115,0.02115,0.02115,0.02115,0.02115,0.02115,0.02115,0.02115,0.0423,0.318,0.02115,0.02115,0.02115,0.02115,0.02115,0.02115,0.993,10.7,0.02115,0.567,0.02115,0.02115,0.02115,390.4188,-1.373659633,-1.674689628,-1.373659633,-1.373659633,-1.028260409,-0.66756154,-1.674689628,-1.055517328,0.419955748,-0.345823458,2.549003262,-1.674689628,0.184691431,0.328379603,0.469822016,0.252853031,0.181843588,-1.373659633,0.320146286,0.336459734,-0.35261703,-1.674689628,0.492760389,0.017033339,-1.674689628,-1.674689628,-0.060480747,-1.674689628,-1.674689628,-1.674689628,-1.674689628,-1.674689628,-1.674689628,-1.674689628,-1.674689628,-1.373659633,-0.49757288,-1.674689628,-1.674689628,-1.674689628,-1.674689628,-1.674689628,-1.674689628,-0.003050752,1.029383778,-1.674689628,-0.246416941,-1.674689628,-1.674689628,-1.674689628
BG037-STO-05262021,4/28/2021 0:00,Bluegill,F,Stomach,17,105.1,0.225,0.02755,0.02755,0.055,0.5,0.322,0.02755,0.418,15,8.6,1830,0.02755,6.31,9.6,13.7,11.9,10.2,0.355,23.6,26.4,14.9,0.02755,17.3,6.62,0.02755,0.02755,17.6,0.02755,0.02755,0.02755,0.02755,0.02755,0.02755,0.02755,0.02755,0.479,0.02755,0.02755,0.02755,0.02755,0.02755,0.02755,0.02755,19.8,111,0.02755,9.94,0.02755,0.02755,0.02755,2155.5403,-0.647817482,-1.559878397,-1.559878397,-1.259637311,-0.301029996,-0.492144128,-1.559878397,-0.378823718,1.176091259,0.934498451,3.26245109,-1.559878397,0.800029359,0.982271233,1.136720567,1.075546961,1.008600172,-0.449771647,1.372912003,1.421603927,1.173186268,-1.559878397,1.238046103,0.820857989,-1.559878397,-1.559878397,1.245512668,-1.559878397,-1.559878397,-1.559878397,-1.559878397,-1.559878397,-1.559878397,-1.559878397,-1.559878397,-0.319664487,-1.559878397,-1.559878397,-1.559878397,-1.559878397,-1.559878397,-1.559878397,-1.559878397,1.29666519,2.045322979,-1.559878397,0.997386384,-1.559878397,-1.559878397,-1.559878397
BG038-GON-05262021,4/28/2021 0:00,Bluegill,F,Gonad,19,158,1.05,0.0228,1.68,0.847,4.42,2.55,0.453,0.979,28.5,5.36,1330,0.0228,4.01,8.1,8.74,5.04,7.72,0.04565,19.5,20.7,5.83,0.0228,11.2,2.23,0.0228,0.0228,4.94,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.509,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,0.0228,5.16,46.2,0.0228,3.57,0.0228,0.0228,0.0228,1529.88085,0.021189299,-1.642065153,0.225309282,-0.07211659,0.645422269,0.40654018,-0.343901798,-0.009217308,1.45484486,0.72916479,3.123851641,-1.642065153,0.603144373,0.908485019,0.941511433,0.702430536,0.8876173,-1.340559218,1.290034611,1.315970345,0.765668555,-1.642065153,1.049218023,0.348304863,-1.642065153,-1.642065153,0.693726949,-1.642065153,-1.642065153,-1.642065153,-1.642065153,-1.642065153,-1.642065153,-1.642065153,-1.642065153,-0.293282218,-1.642065153,-1.642065153,-1.642065153,-1.642065153,-1.642065153,-1.642065153,-1.642065153,0.712649702,1.664641976,-1.642065153,0.552668216,-1.642065153,-1.642065153,-1.642065153
BG038-LIV-05262021,4/28/2021 0:00,Bluegill,F,Liver,19,158,0.988,0.0203,2.02,1.18,5.26,2.64,0.0941,1.38,40.8,9.34,2010,0.0203,4.6,9.77,10.8,8.31,7.56,0.203,22.4,25.4,9.36,0.0203,16.1,2.47,0.0203,0.0203,10.7,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.487,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,16.6,71.1,0.0203,6.09,0.0203,0.0203,0.0203,2296.1393,-0.005243055,-1.692503962,0.305351369,0.071882007,0.720985744,0.421603927,-1.026410377,0.139879086,1.610660163,0.970346876,3.303196057,-1.692503962,0.662757832,0.989894564,1.033423755,0.919601024,0.878521796,-0.692503962,1.350248018,1.404833717,0.971275849,-1.692503962,1.206825876,0.392696953,-1.692503962,-1.692503962,1.029383778,-1.692503962,-1.692503962,-1.692503962,-1.692503962,-1.692503962,-1.692503962,-1.692503962,-1.692503962,-0.312471039,-1.692503962,-1.692503962,-1.692503962,-1.692503962,-1.692503962,-1.692503962,-1.692503962,1.220108088,1.851869601,-1.692503962,0.784617293,-1.692503962,-1.692503962,-1.692503962
BG038-MU-05262021,4/28/2021 0:00,Bluegill,F,Muscle,19,158,0.395,0.224,0.436,0.28,0.839,0.502,0.157,0.249,6.07,0.537,262,0.0238,0.755,1.52,1.45,0.805,1.07,0.0238,1.75,2.04,0.439,0.0238,2.6,0.466,0.0238,0.0238,0.85,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,0.227,0.393,0.0238,0.0238,0.0238,0.0238,0.0238,0.0238,1.47,9.62,0.0238,0.443,0.0238,0.0238,0.0238,298.1344,-0.403402904,-0.649751982,-0.360513511,-0.552841969,-0.076238039,-0.299296283,-0.804100348,-0.603800653,0.783188691,-0.270025714,2.418301291,-1.623423043,-0.122053048,0.181843588,0.161368002,-0.09420412,0.029383778,-1.623423043,0.243038049,0.309630167,-0.35753548,-1.623423043,0.414973348,-0.331614083,-1.623423043,-1.623423043,-0.070581074,-1.623423043,-1.623423043,-1.623423043,-1.623423043,-1.623423043,-1.623423043,-1.623423043,-1.623423043,-0.643974143,-0.40560745,-1.623423043,-1.623423043,-1.623423043,-1.623423043,-1.623423043,-1.623423043,0.167317335,0.983175072,-1.623423043,-0.353596274,-1.623423043,-1.623423043,-1.623423043
BG038-STO-05262021,4/28/2021 0:00,Bluegill,F,Stomach,19,158,0.73,0.02405,0.02405,0.487,1.79,1.51,0.02405,1.75,13.9,15.8,593,0.02405,2.17,4.5,4.75,4.21,3.4,0.04815,18.1,19.8,20.6,0.02405,8.83,1.56,0.02405,0.02405,7.94,0.02405,0.02405,0.02405,0.02405,0.02405,0.02405,0.02405,0.02405,0.559,0.02405,0.02405,0.02405,0.02405,0.02405,0.02405,0.02405,7.96,71.8,0.02405,11.4,0.02405,0.02405,0.02405,817.21945,-0.13667714,-1.618884919,-1.618884919,-0.312471039,0.252853031,0.178976947,-1.618884919,0.243038049,1.1430148,1.198657087,2.773054693,-1.618884919,0.336459734,0.653212514,0.67669361,0.624282096,0.531478917,-1.317403709,1.257678575,1.29666519,1.31386722,-1.618884919,0.945960704,0.193124598,-1.618884919,-1.618884919,0.899820502,-1.618884919,-1.618884919,-1.618884919,-1.618884919,-1.618884919,-1.618884919,-1.618884919,-1.618884919,-0.252588192,-1.618884919,-1.618884919,-1.618884919,-1.618884919,-1.618884919,-1.618884919,-1.618884919,0.900913068,1.856124444,-1.618884919,1.056904851,-1.618884919,-1.618884919,-1.618884919
BG039-GON-05262021,4/28/2021 0:00,Bluegill,M,Gonad,17,118.4,0.3755,0.3755,0.75,0.3755,0.3755,0.3755,0.3755,0.94,3.63,1.88,922,0.3755,0.75,4.6,7.35,9.4,7.63,0.75,4.7,7.61,3.73,0.94,2.45,6.52,0.3755,0.3755,1.51,0.3755,0.3755,0.3755,0.3755,0.3755,0.3755,0.3755,3.755,0.3755,0.3755,0.94,0.94,0.3755,0.3755,0.3755,0.94,1.88,5.21,0.94,0.75,0.94,0.75,0.75,1012.8205,-0.425390059,-0.425390059,-0.124938737,-0.425390059,-0.425390059,-0.425390059,-0.425390059,-0.026872146,0.559906625,0.274157849,2.964730921,-0.425390059,-0.124938737,0.662757832,0.866287339,0.973127854,0.882524538,-0.124938737,0.672097858,0.881384657,0.571708832,-0.026872146,0.389166084,0.814247596,-0.425390059,-0.425390059,0.178976947,-0.425390059,-0.425390059,-0.425390059,-0.425390059,-0.425390059,-0.425390059,-0.425390059,0.574609941,-0.425390059,-0.425390059,-0.026872146,-0.026872146,-0.425390059,-0.425390059,-0.425390059,-0.026872146,0.274157849,0.716837723,-0.026872146,-0.124938737,-0.026872146,-0.124938737,-0.124938737
BG039-LIV-05262021,4/28/2021 0:00,Bluegill,M,Liver,17,118.4,0.0448,0.0448,0.0895,0.0448,0.0448,0.0895,0.0448,0.112,11.9,3.47,2200,0.0448,3.2,9.63,14.6,11.7,13.5,0.57,19.6,23.6,6.98,0.112,4.75,5.98,0.0448,0.0448,9.77,0.0448,0.0448,0.0448,0.0448,0.0448,0.0448,0.0448,0.448,0.0448,2.74,0.112,0.112,0.0448,0.0448,0.0448,0.112,12.5,61,0.112,4.49,0.224,0.0895,0.0895,2422.5332,-1.348721986,-1.348721986,-1.048176965,-1.348721986,-1.348721986,-1.048176965,-1.348721986,-0.950781977,1.075546961,0.540329475,3.342422681,-1.348721986,0.505149978,0.983626287,1.164352856,1.068185862,1.130333768,-0.244125144,1.292256071,1.372912003,0.843855423,-0.950781977,0.67669361,0.776701184,-1.348721986,-1.348721986,0.989894564,-1.348721986,-1.348721986,-1.348721986,-1.348721986,-1.348721986,-1.348721986,-1.348721986,-0.348721986,-1.348721986,0.437750563,-0.950781977,-0.950781977,-1.348721986,-1.348721986,-1.348721986,-0.950781977,1.096910013,1.785329835,-0.950781977,0.652246341,-0.649751982,-1.048176965,-1.048176965
BG039-MU-05262021,4/28/2021 0:00,Bluegill,M,Muscle,17,118.4,0.046,0.046,0.092,0.092,0.046,0.046,0.046,0.115,1.77,0.23,269,0.046,0.657,2.05,3.45,3.62,2.42,0.092,2.14,3.21,0.889,0.115,1.05,1.3,0.046,0.046,0.764,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.46,0.046,0.332,0.115,0.115,0.046,0.046,0.046,0.115,0.823,2.77,0.115,0.565,0.115,0.092,0.092,299.639,-1.337242168,-1.337242168,-1.036212173,-1.036212173,-1.337242168,-1.337242168,-1.337242168,-0.93930216,0.247973266,-0.638272164,2.42975228,-1.337242168,-0.18243463,0.311753861,0.537819095,0.558708571,0.383815366,-1.036212173,0.330413773,0.506505032,-0.051098239,-0.93930216,0.021189299,0.113943352,-1.337242168,-1.337242168,-0.116906641,-1.337242168,-1.337242168,-1.337242168,-1.337242168,-1.337242168,-1.337242168,-1.337242168,-0.337242168,-1.337242168,-0.478861916,-0.93930216,-0.93930216,-1.337242168,-1.337242168,-1.337242168,-0.93930216,-0.084600165,0.442479769,-0.93930216,-0.247951552,-0.93930216,-1.036212173,-1.036212173
BG039-STO-05262021,4/28/2021 0:00,Bluegill,M,Stomach,17,118.4,0.1345,0.1345,0.1345,0.269,0.269,0.269,0.1345,0.67,3.26,0.67,300,0.1345,0.565,1.27,1.59,3.62,2.57,0.269,1.85,3.96,1.39,0.336,1.71,1.69,0.1345,0.1345,2.42,0.1345,0.1345,0.1345,0.1345,0.1345,0.1345,0.1345,1.345,3.21,2.71,0.336,0.336,0.1345,0.1345,0.1345,0.336,7.4,22.6,0.336,0.269,0.336,0.269,0.269,370.6855,-0.871277716,-0.871277716,-0.871277716,-0.57024772,-0.57024772,-0.57024772,-0.871277716,-0.173925197,0.5132176,-0.173925197,2.477121255,-0.871277716,-0.247951552,0.103803721,0.201397124,0.558708571,0.409933123,-0.57024772,0.267171728,0.597695186,0.1430148,-0.473660723,0.23299611,0.227886705,-0.871277716,-0.871277716,0.383815366,-0.871277716,-0.871277716,-0.871277716,-0.871277716,-0.871277716,-0.871277716,-0.871277716,0.128722284,0.506505032,0.432969291,-0.473660723,-0.473660723,-0.871277716,-0.871277716,-0.871277716,-0.473660723,0.86923172,1.354108439,-0.473660723,-0.57024772,-0.473660723,-0.57024772,-0.57024772
BG040-GON-05262021,4/28/2021 0:00,Bluegill,F,Gonad,20,181.4,0.03865,0.03865,0.0775,0.0775,0.0775,0.217,0.03865,0.1935,8.96,3.01,4770,0.03865,9.02,15.6,15.7,10.8,11.6,0.557,21.7,21.2,3.96,0.0965,8.64,7.99,0.526,0.03865,13.6,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,0.03865,0.3865,0.03865,0.394,0.0965,0.0965,0.03865,0.03865,0.03865,0.0965,51.5,275,0.0965,5.68,0.1935,0.0775,0.0775,5257.9159,-1.412850502,-1.412850502,-1.110698297,-1.110698297,-1.110698297,-0.663540266,-1.412850502,-0.713319031,0.95230801,0.478566496,3.678518379,-1.412850502,0.955206538,1.193124598,1.195899652,1.033423755,1.064457989,-0.254144805,1.336459734,1.326335861,0.597695186,-1.015472687,0.936513742,0.902546779,-0.279014256,-1.412850502,1.133538908,-1.412850502,-1.412850502,-1.412850502,-1.412850502,-1.412850502,-1.412850502,-1.412850502,-0.412850502,-1.412850502,-0.404503778,-1.015472687,-1.015472687,-1.412850502,-1.412850502,-1.412850502,-1.015472687,1.711807229,2.439332694,-1.015472687,0.754348336,-0.713319031,-1.110698297,-1.110698297
