Sample ID,Location,Sample Date,Common Name,Genus,Species,Sex,Tissue,Length,log_Length,Weight,log_Weight,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFHxDA,PFPrS,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFDoS,Cl-PFOS,PFEtCHxS,FBSA,FHxSA,FOSA,N-MeFOSA,N-EtFOSA,FOSAA,N-MeFOSAA,N-EtFOSAA,4:2 FTS,6:2 FTS,8:2 FTS,10:2 FTS,3:3 FTCA,5:3 FTCA,7:3 FTCA,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,ADONA,9Cl-PF3ONS,11Cl-PF3OUdS,HFPO-DA,6:2 diPAP,8:2 diPAP,diSAmPAP,SumPFAS,log_PFBA,log_PFPeA,log_PFHxA,log_PFHpA,log_PFOA,log_PFNA,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFHxDA,log_PFPrS,log_PFBS,log_PFPeS,log_PFHxS,log_PFHpS,log_PFOS,log_PFNS,log_PFDS,log_PFDoS,log_Cl-PFOS,log_PFEtCHxS,log_FBSA,log_FHxSA,log_FOSA,log_N-MeFOSA,log_N-EtFOSA,log_FOSAA,log_N-MeFOSAA,log_N-EtFOSAA,log_4:2 FTS,log_6:2 FTS,log_8:2 FTS,log_10:2 FTS,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_6:2 FTCA,log_8:2 FTCA,log_10:2 FTCA,log_6:2 FTUCA,log_8:2 FTUCA,log_ADONA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_HFPO-DA,log_6:2 diPAP,log_8:2 diPAP,log_diSAmPAP
PU044-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,8.65,0.937016107,0.222,0.157,0.12,0.262,3.58,3.99,7.7,9.17,8.06,2.38,7.61,0.08,0.0675,0.151,0.222,30.4,3.4,688,2.12,1.63,0.2375,0.135,0.222,35.8,114,16.3,0.0675,0.0785,0.053,0.0675,0.0585,0.0675,0.463,10.5,0.252,0.0775,0.742,3.15,0.0675,0.0675,0.1005,0.053,0.04065,0.196,0.0675,0.0675,0.0965,0.0715,0.089,0.1185,952.62865,-0.653647026,-0.804100348,-0.920818754,-0.581698709,0.553883027,0.600972896,0.886490725,0.962369336,0.906335042,0.376576957,0.881384657,-1.096910013,-1.170696227,-0.821023053,-0.653647026,1.482873584,0.531478917,2.837588438,0.326335861,0.212187604,-0.624336386,-0.869666232,-0.653647026,1.553883027,2.056904851,1.212187604,-1.170696227,-1.105130343,-1.27572413,-1.170696227,-1.232844134,-1.170696227,-0.334419009,1.021189299,-0.598599459,-1.110698297,-0.129596095,0.498310554,-1.170696227,-1.170696227,-0.997833938,-1.27572413,-1.39093945,-0.707743929,-1.170696227,-1.170696227,-1.015472687,-1.145693958,-1.050609993,-0.92628165
PU045-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,10,1,21.27,1.32776749,0.235,0.166,0.127,2.34,2.31,1.55,6.33,8.54,15.7,4.14,17.6,0.28,0.071,0.16,0.235,23.2,4.03,853,2.83,2.83,0.58,0.143,0.235,27.4,124,20.5,0.071,0.083,0.056,0.0715,0.062,0.071,0.718,7.54,0.267,0.082,0.1775,1.55,0.071,0.071,0.1065,0.056,0.04305,0.063,0.071,0.071,0.102,0.076,0.0945,0.1255,1130.23155,-0.628932138,-0.779891912,-0.896196279,0.369215857,0.36361198,0.190331698,0.80140371,0.931457871,1.195899652,0.617000341,1.245512668,-0.552841969,-1.148741651,-0.795880017,-0.628932138,1.365487985,0.605305046,2.930949031,0.451786436,0.451786436,-0.236572006,-0.844663963,-0.628932138,1.437750563,2.093421685,1.311753861,-1.148741651,-1.080921908,-1.251811973,-1.145693958,-1.207608311,-1.148741651,-0.143875556,0.877371346,-0.573488739,-1.086186148,-0.750801643,0.190331698,-1.148741651,-1.148741651,-0.972650392,-1.251811973,-1.366026844,-1.200659451,-1.148741651,-1.148741651,-0.991399828,-1.119186408,-1.024568191,-0.901356274
PU046-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,6,0.77815125,3.24,0.51054501,0.2275,0.04875,0.03725,0.0276,1.42,0.1575,4.02,7.24,26.3,7.25,35.6,0.963,0.069,0.155,0.2275,29,4.97,913,2.08,2.5,1.15,0.1385,0.2275,25.9,82.2,12.9,0.069,0.0805,0.0545,0.0695,0.06,0.069,0.784,3.69,0.2585,0.0795,3.27,14.1,0.069,0.069,0.103,0.054,0.0417,0.061,0.069,0.069,0.099,0.0735,0.0915,0.1215,1181.3148,-0.643018599,-1.31202538,-1.428873723,-1.559090918,0.152288344,-0.802719442,0.604226053,0.859738566,1.419955748,0.860338007,1.551449998,-0.016373713,-1.161150909,-0.809668302,-0.643018599,1.462397998,0.696356389,2.960470778,0.318063335,0.397940009,0.06069784,-0.858550227,-0.643018599,1.413299764,1.914871818,1.11058971,-1.161150909,-1.09420412,-1.263603498,-1.158015195,-1.22184875,-1.161150909,-0.105683937,0.567026366,-0.587539453,-1.099632871,0.514547753,1.149219113,-1.161150909,-1.161150909,-0.987162775,-1.26760624,-1.379863945,-1.214670165,-1.161150909,-1.161150909,-1.004364805,-1.133712661,-1.038578906,-0.915423722
PU047-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,7,0.84509804,5.78,0.761927838,0.2415,0.0515,0.1305,0.0965,0.715,0.37,3.85,6.8,21,8.42,19,0.087,0.073,0.1645,0.073,8.49,0.834,1010,1.14,1.69,0.56,0.1465,0.2415,72.2,116,16.6,0.073,0.0855,0.0575,0.0735,0.0635,0.073,0.383,2.96,0.274,0.0845,2.82,43.6,0.073,0.073,0.109,0.0575,0.0442,0.0645,0.073,0.073,0.105,0.078,0.097,0.1285,1340.4977,-0.617082865,-1.288192771,-0.884389488,-1.015472687,-0.145693958,-0.431798276,0.58546073,0.832508913,1.322219295,0.925312091,1.278753601,-1.060480747,-1.13667714,-0.783834098,-1.13667714,0.92890769,-0.078833949,3.004321374,0.056904851,0.227886705,-0.251811973,-0.834162375,-0.617082865,1.858537198,2.064457989,1.220108088,-1.13667714,-1.068033885,-1.240332155,-1.133712661,-1.197226275,-1.13667714,-0.416801226,0.471291711,-0.562249437,-1.073143291,0.450249108,1.639486489,-1.13667714,-1.13667714,-0.962573502,-1.240332155,-1.354577731,-1.190440285,-1.13667714,-1.13667714,-0.978810701,-1.107905397,-1.013228266,-0.891096872
PU048-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,6,0.77815125,4.38,0.641474111,0.0665,0.04695,0.1185,0.0266,0.78,0.389,3.82,6.82,12.3,4.03,13.3,0.079,0.0665,0.04525,0.2195,11,3.45,776,5.43,6.07,1.81,0.1335,0.2195,16.2,27.2,8.9,0.0665,0.0775,0.0525,0.067,0.0575,0.0665,0.776,3.76,0.249,0.0765,0.526,74.6,0.0665,0.0665,0.099,0.052,0.04015,0.1935,0.0665,0.0665,0.0955,0.0705,0.088,0.117,979.91745,-1.177178355,-1.328364403,-0.92628165,-1.575118363,-0.107905397,-0.410050399,0.582063363,0.833784375,1.089905111,0.605305046,1.123851641,-1.102372909,-1.177178355,-1.344381416,-0.658565475,1.041392685,0.537819095,2.889861721,0.73479983,0.783188691,0.257678575,-0.874518734,-0.658565475,1.209515015,1.434568904,0.949390007,-1.177178355,-1.110698297,-1.279840697,-1.173925197,-1.240332155,-1.177178355,-0.110138279,0.575187845,-0.603800653,-1.116338565,-0.279014256,1.872738827,-1.177178355,-1.177178355,-1.004364805,-1.283996656,-1.39631445,-0.713319031,-1.177178355,-1.177178355,-1.019996628,-1.151810883,-1.055517328,-0.931814138
PU049-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,6,0.77815125,3.29,0.517195898,0.2395,0.0515,0.03915,0.096,0.623,0.05,3.43,6.85,13.3,3.53,12,0.0865,0.0725,0.0494,0.0725,10.8,1.61,992,2.52,2.15,0.623,0.1455,0.2395,28.2,54.6,9.05,0.0725,0.0845,0.057,0.073,0.063,0.0725,0.709,4.35,0.272,0.0835,11,6.75,0.0725,0.0725,0.1085,0.057,0.04385,0.2115,0.0725,0.0725,0.104,0.0775,0.096,0.1275,1167.1309,-0.620694482,-1.288192771,-1.407268234,-1.017728767,-0.205511953,-1.301029996,0.53529412,0.835690571,1.123851641,0.547774705,1.079181246,-1.062983893,-1.139661993,-1.306273051,-1.139661993,1.033423755,0.206825876,2.996511672,0.401400541,0.33243846,-0.205511953,-0.837137007,-0.620694482,1.450249108,1.737192643,0.956648579,-1.139661993,-1.073143291,-1.244125144,-1.13667714,-1.200659451,-1.139661993,-0.149353765,0.638489257,-0.565431096,-1.078313525,1.041392685,0.829303773,-1.139661993,-1.139661993,-0.964570262,-1.244125144,-1.358030402,-0.674689628,-1.139661993,-1.139661993,-0.982966661,-1.110698297,-1.017728767,-0.894489815
PU050-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,6,0.77815125,5.55,0.744292983,0.2315,0.0495,0.03785,0.02805,0.593,0.0485,3.36,12.6,18.4,3.84,9.34,0.0835,0.07,0.1575,0.2315,12.9,3.86,573,1.3,1.57,0.2475,0.1405,0.2315,30.9,135,11.4,0.07,0.082,0.055,0.2325,0.061,0.07,0.859,4.04,0.2625,0.081,0.053,2.87,0.572,0.07,0.1045,0.055,0.04235,0.062,0.07,0.07,0.1005,0.0745,0.093,0.1235,829.79375,-0.635449005,-1.305394801,-1.421934116,-1.552067134,-0.226945307,-1.314258261,0.526339277,1.100370545,1.264817823,0.584331224,0.970346876,-1.078313525,-1.15490196,-0.802719442,-0.635449005,1.11058971,0.586587305,2.758154622,0.113943352,0.195899652,-0.606424797,-0.852323676,-0.635449005,1.489958479,2.130333768,1.056904851,-1.15490196,-1.086186148,-1.259637311,-0.633577043,-1.214670165,-1.15490196,-0.066006836,0.606381365,-0.580870692,-1.091514981,-1.27572413,0.457881897,-0.242603971,-1.15490196,-0.98088371,-1.259637311,-1.373146585,-1.207608311,-1.15490196,-1.15490196,-0.997833938,-1.127843727,-1.031517051,-0.908333042
PU051-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,5,0.698970004,4.68,0.670245853,0.217,0.04645,0.117,0.0865,1.04,0.304,3.19,5.88,14.5,3.51,9.32,0.0785,0.0655,0.437,0.217,15.2,2.78,899,1.94,3.03,1.16,0.132,0.217,31.3,70.5,11.6,0.0655,0.0765,0.052,0.066,0.057,0.0655,1.27,3.82,0.525,0.076,0.825,0.0655,0.0655,0.0655,0.098,0.0515,0.0397,0.058,0.0655,0.0655,0.0945,0.07,0.087,0.1155,1083.70815,-0.663540266,-1.333014282,-0.931814138,-1.062983893,0.017033339,-0.517126416,0.503790683,0.769377326,1.161368002,0.545307116,0.969415912,-1.105130343,-1.1837587,-0.359518563,-0.663540266,1.181843588,0.444044796,2.953759692,0.28780173,0.481442629,0.064457989,-0.879426069,-0.663540266,1.495544338,1.848189117,1.064457989,-1.1837587,-1.116338565,-1.283996656,-1.180456064,-1.244125144,-1.1837587,0.103803721,0.582063363,-0.279840697,-1.119186408,-0.083546051,-1.1837587,-1.1837587,-1.1837587,-1.008773924,-1.288192771,-1.401209493,-1.236572006,-1.1837587,-1.1837587,-1.024568191,-1.15490196,-1.060480747,-0.937418016
PU052-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,9.56,0.980457892,0.2265,0.0485,0.122,0.02745,0.616,0.1565,5.42,8.93,30.1,6.45,27.6,0.082,0.0685,0.512,0.2265,9.64,1.07,761,1.77,2.39,0.555,0.1375,0.2265,31,42.3,8.76,0.0685,0.08,0.054,0.069,0.0595,0.0685,0.397,3.01,0.257,0.079,1.28,8.32,0.0685,0.0685,0.1025,0.054,0.0415,0.0605,0.0685,0.0685,0.0985,0.073,0.091,0.121,954.09345,-0.644931794,-1.314258261,-0.913640169,-1.561457651,-0.210419288,-0.805485658,0.733999287,0.950851459,1.478566496,0.809559715,1.440909082,-1.086186148,-1.164309429,-0.290730039,-0.644931794,0.984077034,0.029383778,2.881384657,0.247973266,0.378397901,-0.255707017,-0.861697302,-0.644931794,1.491361694,1.626340367,0.942504106,-1.164309429,-1.096910013,-1.26760624,-1.161150909,-1.225483034,-1.164309429,-0.401209493,0.478566496,-0.590066877,-1.102372909,0.10720997,0.920123326,-1.164309429,-1.164309429,-0.989276135,-1.26760624,-1.381951903,-1.218244625,-1.164309429,-1.164309429,-1.00656377,-1.13667714,-1.040958608,-0.91721463
PU053-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,11.85,1.07371835,0.217,0.0464,0.117,0.0865,2.27,1.26,9.65,11.1,27.8,6.47,25.6,0.2585,0.0655,0.1475,0.217,24.8,2.24,961,2.68,2.95,1.15,0.1315,0.217,32.9,63,13.8,0.0655,0.0765,0.052,0.218,0.057,0.0655,1.35,5.45,0.246,0.076,0.1635,2.74,0.0655,0.0655,0.098,0.0515,0.0397,0.058,0.0655,0.0655,0.0945,0.07,0.087,0.1155,1201.6101,-0.663540266,-1.333482019,-0.931814138,-1.062983893,0.356025857,0.100370545,0.984527313,1.045322979,1.444044796,0.810904281,1.408239965,-0.587539453,-1.1837587,-0.83120798,-0.663540266,1.394451681,0.350248018,2.982723388,0.428134794,0.469822016,0.06069784,-0.881074247,-0.663540266,1.517195898,1.799340549,1.139879086,-1.1837587,-1.116338565,-1.283996656,-0.661543506,-1.244125144,-1.1837587,0.130333768,0.736396502,-0.609064893,-1.119186408,-0.786482243,0.437750563,-1.1837587,-1.1837587,-1.008773924,-1.288192771,-1.401209493,-1.236572006,-1.1837587,-1.1837587,-1.024568191,-1.15490196,-1.060480747,-0.937418016
PU054-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,12.25,1.088136089,0.2315,0.04955,0.03785,0.02805,3.05,2.96,7.22,10.1,22.4,3.04,15.4,0.276,0.07,0.1575,0.2315,54.1,5.19,660,3.51,3.66,0.661,0.1405,0.505,18.1,50.7,12.9,0.07,0.082,0.0555,0.0705,0.061,0.07,1.09,7.86,0.2625,0.081,0.053,2.07,0.07,0.07,0.1045,0.055,0.04235,0.062,0.07,0.07,0.1005,0.0745,0.093,0.1235,887.4793,-0.635449005,-1.304956341,-1.421934116,-1.552067134,0.484299839,0.471291711,0.858537198,1.004321374,1.350248018,0.482873584,1.187520721,-0.559090918,-1.15490196,-0.802719442,-0.635449005,1.733197265,0.715167358,2.819543936,0.545307116,0.563481085,-0.179798541,-0.852323676,-0.296708622,1.257678575,1.705007959,1.11058971,-1.15490196,-1.086186148,-1.255707017,-1.151810883,-1.214670165,-1.15490196,0.037426498,0.895422546,-0.580870692,-1.091514981,-1.27572413,0.315970345,-1.15490196,-1.15490196,-0.98088371,-1.259637311,-1.373146585,-1.207608311,-1.15490196,-1.15490196,-0.997833938,-1.127843727,-1.031517051,-0.908333042
PU055-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,12.21,1.086715664,0.25,0.0535,0.0409,0.0303,0.363,0.173,2.03,2.83,6.76,2.86,7.98,0.0905,0.0755,0.17,0.0755,7.18,1.66,441,1.45,1.38,1.47,0.04605,0.25,24.6,55.1,7.58,0.0755,0.0885,0.0595,0.076,0.0655,0.0755,0.151,1.62,0.284,0.0875,7.19,5.48,0.0755,0.0755,0.113,0.0595,0.04575,0.067,0.0755,0.0755,0.1085,0.0805,0.1005,0.1335,581.7615,-0.602059991,-1.271646218,-1.388276692,-1.518557371,-0.440093375,-0.761953897,0.307496038,0.451786436,0.829946696,0.456366033,0.902002891,-1.043351421,-1.122053048,-0.769551079,-1.122053048,0.856124444,0.220108088,2.644438589,0.161368002,0.139879086,0.167317335,-1.336770365,-0.602059991,1.390935107,1.741151599,0.879669206,-1.122053048,-1.053056729,-1.225483034,-1.119186408,-1.1837587,-1.122053048,-0.821023053,0.209515015,-0.54668166,-1.057991947,0.85672889,0.738780558,-1.122053048,-1.122053048,-0.946921557,-1.225483034,-1.339608902,-1.173925197,-1.122053048,-1.122053048,-0.964570262,-1.09420412,-0.997833938,-0.874518734
PU056-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,7,0.84509804,8.8,0.944482672,0.2145,0.0459,0.1155,0.0855,0.492,0.1485,3.14,4.39,5.51,2.5,6.88,0.0775,0.065,0.146,0.2145,7.81,1.17,567,1.59,1.97,0.629,0.1305,0.2145,16.9,52.1,6.24,0.065,0.076,0.051,0.0655,0.0565,0.065,0.366,3.6,0.2435,0.075,2.09,6.07,0.065,0.065,0.097,0.051,0.03925,0.189,0.065,0.065,0.093,0.069,0.086,0.1145,693.60115,-0.668572703,-1.338187314,-0.937418016,-1.068033885,-0.308034897,-0.828273546,0.496929648,0.64246452,0.741151599,0.397940009,0.837588438,-1.110698297,-1.187086643,-0.835647144,-0.668572703,0.892651034,0.068185862,2.753583059,0.201397124,0.294466226,-0.201349355,-0.884389488,-0.668572703,1.227886705,1.716837723,0.79518459,-1.187086643,-1.119186408,-1.292429824,-1.1837587,-1.247951552,-1.187086643,-0.436518915,0.556302501,-0.613501034,-1.124938737,0.320146286,0.783188691,-1.187086643,-1.187086643,-1.013228266,-1.292429824,-1.406160339,-0.723538196,-1.187086643,-1.187086643,-1.031517051,-1.161150909,-1.065501549,-0.941194513
PU057-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,6,0.77815125,6.3,0.799340549,0.07,0.0496,0.03785,0.0925,0.493,0.04855,4.91,9.51,18.2,4.16,10.6,0.0835,0.07,0.1575,0.07,6.83,0.77,1070,4.1,5.43,1.29,0.1405,0.2315,19.4,45.2,10.4,0.07,0.082,0.0555,0.0705,0.061,0.07,0.314,4.51,0.814,0.081,1.01,2.79,0.07,0.07,0.1045,0.055,0.0424,0.062,0.07,0.07,0.1005,0.0745,0.093,0.1235,1223.2079,-1.15490196,-1.304518324,-1.421934116,-1.033858267,-0.307153081,-1.313810766,0.691081492,0.978180517,1.260071388,0.619093331,1.025305865,-1.078313525,-1.15490196,-0.802719442,-1.15490196,0.834420704,-0.113509275,3.029383778,0.612783857,0.73479983,0.11058971,-0.852323676,-0.635449005,1.28780173,1.655138435,1.017033339,-1.15490196,-1.086186148,-1.255707017,-1.151810883,-1.214670165,-1.15490196,-0.503070352,0.654176542,-0.089375595,-1.091514981,0.004321374,0.445604203,-1.15490196,-1.15490196,-0.98088371,-1.259637311,-1.372634143,-1.207608311,-1.15490196,-1.15490196,-0.997833938,-1.127843727,-1.031517051,-0.908333042
PU058-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,6,0.77815125,5.93,0.773054693,0.0665,0.04685,0.0358,0.21,0.705,0.0459,3.55,5.35,9.92,1.85,11.6,0.079,0.0665,0.149,0.219,13.4,3.35,668,5.71,5.26,2.17,0.133,0.219,15.9,71.3,8.21,0.0665,0.0775,0.0525,0.0665,0.0575,0.0665,0.65,3.11,0.2485,0.0765,1.19,3.03,0.0665,0.0665,0.099,0.052,0.0401,0.0585,0.0665,0.0665,0.095,0.0705,0.088,0.1165,837.12315,-1.177178355,-1.329290405,-1.446116973,-0.677780705,-0.151810883,-1.338187314,0.550228353,0.728353782,0.996511672,0.267171728,1.064457989,-1.102372909,-1.177178355,-0.826813732,-0.659555885,1.127104798,0.525044807,2.824776462,0.756636108,0.720985744,0.336459734,-0.876148359,-0.659555885,1.201397124,1.85308953,0.914343157,-1.177178355,-1.110698297,-1.279840697,-1.177178355,-1.240332155,-1.177178355,-0.187086643,0.492760389,-0.604673607,-1.116338565,0.075546961,0.481442629,-1.177178355,-1.177178355,-1.004364805,-1.283996656,-1.396855627,-1.232844134,-1.177178355,-1.177178355,-1.022276395,-1.151810883,-1.055517328,-0.933674075
PU059-JBA-08162021,Spill,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,9,0.954242509,13.89,1.142702246,0.2325,0.164,0.1255,0.093,0.244,0.161,1.29,1.6,2.72,0.72,2.59,0.084,0.0705,0.158,0.0705,7.06,0.486,174,0.1325,0.1905,0.2485,0.0428,0.0705,9.35,30.3,3.35,0.0705,0.082,0.0555,0.071,0.061,0.0705,0.396,2.1,0.08,0.081,1.98,1.98,0.0705,0.0705,0.105,0.0555,0.04255,0.205,0.0705,0.0705,0.101,0.075,0.0935,0.124,243.66485,-0.633577043,-0.785156152,-0.901356274,-1.031517051,-0.612610174,-0.793174124,0.11058971,0.204119983,0.434568904,-0.142667504,0.413299764,-1.075720714,-1.151810883,-0.801342913,-1.151810883,0.848804701,-0.313363731,2.240549248,-0.877784122,-0.72010502,-0.604673607,-1.368556231,-1.151810883,0.970811611,1.481442629,0.525044807,-1.151810883,-1.086186148,-1.255707017,-1.148741651,-1.214670165,-1.151810883,-0.402304814,0.322219295,-1.096910013,-1.091514981,0.29666519,0.29666519,-1.151810883,-1.151810883,-0.978810701,-1.255707017,-1.371100436,-0.688246139,-1.151810883,-1.151810883,-0.995678626,-1.124938737,-1.029188389,-0.906578315
PU060-LIV-08162021,Down,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,M,Liver,12,1.079181246,34.45,1.537189226,1.34,0.472,0.361,1.34,1.69,0.67,3.54,5.6,13.8,1.34,7.03,0.795,0.67,0.67,0.71,21.7,3.49,1140,1.34,1.34,1.43,0.815,0.535,15.7,50.3,12.7,0.515,1.34,1.34,0.675,0.67,0.67,0.67,7.34,2.675,1.34,0.67,1.34,1.34,0.67,1.34,0.525,0.404,0.59,1.34,1.34,0.96,1.34,1.34,1.34,1321.152,0.127104798,-0.326058001,-0.442492798,0.127104798,0.227886705,-0.173925197,0.549003262,0.748188027,1.139879086,0.127104798,0.846955325,-0.099632871,-0.173925197,-0.173925197,-0.148741651,1.336459734,0.542825427,3.056904851,0.127104798,0.127104798,0.155336037,-0.088842391,-0.271646218,1.195899652,1.701567985,1.103803721,-0.288192771,0.127104798,0.127104798,-0.170696227,-0.173925197,-0.173925197,-0.173925197,0.86569606,0.427323786,0.127104798,-0.173925197,0.127104798,0.127104798,-0.173925197,0.127104798,-0.279840697,-0.393618635,-0.229147988,0.127104798,0.127104798,-0.017728767,0.127104798,0.127104798,0.127104798
PU060-MU-08162021,Down,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,M,Muscle,12,1.079181246,34.45,1.537189226,0.2425,0.0855,0.131,0.2425,0.511,0.2425,0.564,0.708,2.1,0.527,1.16,0.1445,0.121,0.2425,0.1285,7,1.13,159,0.2425,0.2425,0.2595,0.1475,0.097,4.4,19.1,3.07,0.0935,0.2425,0.2425,0.122,0.121,0.121,0.2425,0.643,0.2425,0.2425,0.121,1.01,0.2425,0.121,0.2425,0.095,0.073,0.107,0.2425,0.2425,0.174,0.2425,0.2425,0.2425,207.551,-0.615288257,-1.068033885,-0.882728704,-0.615288257,-0.2915791,-0.615288257,-0.248720896,-0.149966742,0.322219295,-0.278189385,0.064457989,-0.840132153,-0.91721463,-0.615288257,-0.891096872,0.84509804,0.053078443,2.201397124,-0.615288257,-0.615288257,-0.585862638,-0.83120798,-1.013228266,0.643452676,1.281033367,0.487138375,-1.029188389,-0.615288257,-0.615288257,-0.913640169,-0.91721463,-0.91721463,-0.615288257,-0.191789027,-0.615288257,-0.615288257,-0.91721463,0.004321374,-0.615288257,-0.91721463,-0.615288257,-1.022276395,-1.13667714,-0.970616222,-0.615288257,-0.615288257,-0.759450752,-0.615288257,-0.615288257,-0.615288257
PU061-LIV-08162021,Down,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,M,Liver,12,1.079181246,36.32,1.56014584,1.235,0.4365,0.334,0.62,0.2475,1.235,12.1,20.9,45.5,15.4,35.6,0.735,0.62,1.235,0.655,20.8,3.27,3100,3.18,2.65,1.325,0.75,0.4945,134,198,27,0.476,1.235,1.235,0.62,0.62,0.62,0.62,7.15,2.475,1.235,0.62,1.235,1.235,0.62,1.235,0.4855,0.3735,0.545,1.235,1.235,0.885,1.235,1.235,1.235,3658.0175,0.091666958,-0.360015752,-0.476253533,-0.207608311,-0.606424797,0.091666958,1.08278537,1.320146286,1.658011397,1.187520721,1.551449998,-0.133712661,-0.207608311,0.091666958,-0.1837587,1.318063335,0.514547753,3.491361694,0.50242712,0.423245874,0.122215878,-0.124938737,-0.305833704,2.127104798,2.29666519,1.431363764,-0.322393047,0.091666958,0.091666958,-0.207608311,-0.207608311,-0.207608311,-0.207608311,0.854306042,0.393575203,0.091666958,-0.207608311,0.091666958,0.091666958,-0.207608311,0.091666958,-0.313810766,-0.427709394,-0.263603498,0.091666958,0.091666958,-0.053056729,0.091666958,0.091666958,0.091666958
PU061-MU-08162021,Down,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,M,Muscle,12,1.079181246,36.32,1.56014584,0.234,0.0825,0.1265,0.234,0.205,0.234,1.88,3.02,6.83,3.09,4.41,0.1395,0.117,0.234,0.124,4.38,1.26,433,1.16,1.02,0.2505,0.1425,0.0935,22.7,63.7,8.08,0.09,0.234,0.234,0.118,0.117,0.117,0.117,0.723,0.234,0.234,0.234,2.13,0.234,0.117,0.234,0.092,0.0705,0.1035,0.234,0.234,0.168,0.234,0.234,0.234,563.518,-0.630784143,-1.083546051,-0.897909474,-0.630784143,-0.688246139,-0.630784143,0.274157849,0.480006943,0.834420704,0.489958479,0.644438589,-0.855425792,-0.931814138,-0.630784143,-0.906578315,0.641474111,0.100370545,2.636487896,0.064457989,0.008600172,-0.60119227,-0.846185136,-1.029188389,1.356025857,1.804139432,0.907411361,-1.045757491,-0.630784143,-0.630784143,-0.928117993,-0.931814138,-0.931814138,-0.931814138,-0.140861703,-0.630784143,-0.630784143,-0.630784143,0.328379603,-0.630784143,-0.931814138,-0.630784143,-1.036212173,-1.151810883,-0.98505965,-0.630784143,-0.630784143,-0.774690718,-0.630784143,-0.630784143,-0.630784143
PU062-JBA-08162021,Down,7/16/2021 0:00,Pumpkinseed,Lepomis,gibbosus,U,Whole Body,8,0.903089987,11.56,1.062957834,0.2115,0.0745,0.267,0.106,0.316,0.106,5.98,7.18,23,3.74,16.6,0.126,0.106,0.106,0.112,6.09,1.02,674,1.44,1.22,0.2265,0.1285,0.0845,57.5,70.5,9.8,0.0815,0.2115,0.2115,0.1065,0.106,0.106,0.2115,2.76,0.2115,0.2115,0.106,2.38,0.2115,0.106,0.2115,0.083,0.064,0.0935,0.2115,0.2115,0.152,0.2115,0.2115,0.2115,888.723,-0.674689628,-1.127843727,-0.573488739,-0.974694135,-0.500312917,-0.974694135,0.776701184,0.856124444,1.361727836,0.572871602,1.220108088,-0.899629455,-0.974694135,-0.974694135,-0.950781977,0.784617293,0.008600172,2.828659897,0.158362492,0.086359831,-0.644931794,-0.891096872,-1.073143291,1.759667845,1.848189117,0.991226076,-1.088842391,-0.674689628,-0.674689628,-0.972650392,-0.974694135,-0.974694135,-0.674689628,0.440909082,-0.674689628,-0.674689628,-0.974694135,0.376576957,-0.674689628,-0.974694135,-0.674689628,-1.080921908,-1.193820026,-1.029188389,-0.674689628,-0.674689628,-0.818156412,-0.674689628,-0.674689628,-0.674689628
