SampleID,Location,SampleDate,WaterTemp,pH,Cond,DO,Precipitation,PFBA,PFPeA,PFBS,PFHxA,PFPeS,PFHpA,PFHxS,PFOA,6:2 FTS,PFHpS,PFNA,PFOS,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFNS,PFDS,PFDoS,8:2 FTS,FOSA,N-MeFOSA,N-EtFOSA,N-MeFOSAA,N-EtFOSAA,N-MeFOSE,N-EtFOSE,HFPO-DA,ADONA,PFMPA,PFMBA,NFDHA,9Cl-PF3ONS,11Cl-PF3OUdS,PFEESA,3:3 FTCA,5:3 FTCA,7:3 FTCA,4:2 FTS,SumPFAS,log_PFBA,log_PFPeA,log_PFBS,log_PFHxA,log_PFPeS,log_PFHpA,log_PFHxS,log_PFOA,log_6:2 FTS,log_PFHpS,log_PFNA,log_PFOS,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFNS,log_PFDS,log_PFDoS,log_8:2 FTS,log_FOSA,log_N-MeFOSA,log_N-EtFOSA,log_N-MeFOSAA,log_N-EtFOSAA,log_N-MeFOSE,log_N-EtFOSE,log_HFPO-DA,log_ADONA,log_PFMPA,log_PFMBA,log_NFDHA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_PFEESA,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_4:2 FTS
WG131-SW-SPILL-06252021,Spill,6/25/2021 0:00,,6.75,0.1459,0.3,0,10,26,8.5,30,11,18,110,41,17,4.4,6.1,390,1.3,0.5,0.5,0.5,0.5,0.5,0.5,0.6,6.7,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,1.05,703.65,1,1.414973348,0.929418926,1.477121255,1.041392685,1.255272505,2.041392685,1.612783857,1.230448921,0.643452676,0.785329835,2.591064607,0.113943352,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.826074803,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,0.021189299
WG132-SW-EAST-06252021,South,6/25/2021 0:00,,6.86,0.1413,0.86,0,10,26,8.6,32,12,17,120,44,20,4.8,6.3,400,1.1,0.5,0.5,0.5,0.5,0.5,0.5,0.6,8.4,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,733.5,1,1.414973348,0.934498451,1.505149978,1.079181246,1.230448921,2.079181246,1.643452676,1.301029996,0.681241237,0.799340549,2.602059991,0.041392685,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.924279286,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG133-SW-HEAD-06252021,Head,6/25/2021 0:00,,7.73,0.1846,6.82,0,12,30,15,36,18,21,180,55,30,7.4,8.1,640,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.65,15,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.95,2.6,1.05,1092.15,1.079181246,1.477121255,1.176091259,1.556302501,1.255272505,1.322219295,2.255272505,1.740362689,1.477121255,0.86923172,0.908485019,2.806179974,-0.045757491,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.187086643,1.176091259,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.469822016,0.414973348,0.021189299
WG137-SW-WEST-06302021,North,6/30/2021 0:00,,7,0.1458,1.06,,1.1,0.6,0.5,0.5,0.5,0.8,0.8,0.9,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,1,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,33,0.041392685,-0.22184875,-0.301029996,-0.301029996,-0.301029996,-0.096910013,-0.096910013,-0.045757491,0,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG138-SW-SPILL-06302021,Spill,6/30/2021 0:00,,6.79,0.1537,0.22,,11,26,9.2,34,11,17,120,44,18,4.7,6.1,380,1,0.47,0.47,0.47,0.47,0.47,0.47,0.55,6.2,0.47,0.47,0.47,0.47,0.47,2.35,2.35,1.15,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.95,2.65,2.35,0.95,709.96,1.041392685,1.414973348,0.963787827,1.531478917,1.041392685,1.230448921,2.079181246,1.643452676,1.255272505,0.672097858,0.785329835,2.579783597,0,-0.327902142,-0.327902142,-0.327902142,-0.327902142,-0.327902142,-0.327902142,-0.259637311,0.792391689,-0.327902142,-0.327902142,-0.327902142,-0.327902142,-0.327902142,0.371067862,0.371067862,0.06069784,-0.327902142,-0.327902142,-0.327902142,-0.327902142,-0.327902142,-0.327902142,-0.327902142,-0.022276395,0.423245874,0.371067862,-0.022276395
WG139-SW-EAST-06302021,South,6/30/2021 0:00,,6.85,0.1425,1.3,,12,29,10,32,13,18,130,45,18,5.1,7,440,1.2,0.485,0.485,0.485,0.485,0.485,0.485,0.6,7.8,0.485,0.485,0.485,0.485,0.485,2.4,2.4,1.15,0.485,0.485,0.485,0.485,0.485,0.485,0.485,0.95,2.7,2.4,0.95,790.38,1.079181246,1.462397998,1,1.505149978,1.113943352,1.255272505,2.113943352,1.653212514,1.255272505,0.707570176,0.84509804,2.643452676,0.079181246,-0.314258261,-0.314258261,-0.314258261,-0.314258261,-0.314258261,-0.314258261,-0.22184875,0.892094603,-0.314258261,-0.314258261,-0.314258261,-0.314258261,-0.314258261,0.380211242,0.380211242,0.06069784,-0.314258261,-0.314258261,-0.314258261,-0.314258261,-0.314258261,-0.314258261,-0.314258261,-0.022276395,0.431363764,0.380211242,-0.022276395
WG140-SW-HEAD-06302021,Head,6/30/2021 0:00,,7.39,0.1664,6.03,,11,29,11,35,13,19,130,49,18,6.3,7.1,480,0.97,0.5,0.5,0.5,0.5,0.5,0.5,0.6,6.2,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,838.87,1.041392685,1.462397998,1.041392685,1.544068044,1.113943352,1.278753601,2.113943352,1.69019608,1.255272505,0.799340549,0.851258349,2.681241237,-0.013228266,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.792391689,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG144-SW-WEST-07022021,North,7/2/2021 0:00,,7.11,0.0824,1.08,,6.7,14,4,19,4.9,9.1,53,28,8.4,2.3,3.5,200,1,0.5,0.5,0.5,0.5,0.5,0.5,0.65,3.2,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.95,2.6,1.05,380.85,0.826074803,1.146128036,0.602059991,1.278753601,0.69019608,0.959041392,1.72427587,1.447158031,0.924279286,0.361727836,0.544068044,2.301029996,0,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.187086643,0.505149978,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.469822016,0.414973348,0.021189299
WG145-SW-SPILL-07022021,Spill,7/2/2021 0:00,,6.91,0.1494,0.26,,12,29,10,34,13,19,130,46,20,4.9,7,420,1.6,1,0.5,0.5,0.5,0.5,0.5,0.6,6.9,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,1.05,777.55,1.079181246,1.462397998,1,1.531478917,1.113943352,1.278753601,2.113943352,1.662757832,1.301029996,0.69019608,0.84509804,2.62324929,0.204119983,0,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.838849091,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,0.021189299
WG146-SW-EAST-07022021,South,7/2/2021 0:00,,6.93,0.1183,0.74,,10,25,9,29,10,15,98,42,16,4.2,5.4,370,0.96,0.55,0.55,0.55,0.55,0.55,0.55,0.65,6.7,0.55,0.55,0.55,0.55,0.55,2.7,2.7,1.3,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.1,3,2.7,1.1,666.41,1,1.397940009,0.954242509,1.462397998,1,1.176091259,1.991226076,1.62324929,1.204119983,0.62324929,0.73239376,2.568201724,-0.017728767,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.826074803,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.431363764,0.431363764,0.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.041392685,0.477121255,0.431363764,0.041392685
WG147-SW-HEAD-07022021,Head,7/2/2021 0:00,,7.92,0.2279,6.75,,12,31,9,32,11,17,110,53,19,4.8,4.6,420,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.6,9.3,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,757.2,1.079181246,1.491361694,0.954242509,1.505149978,1.041392685,1.230448921,2.041392685,1.72427587,1.278753601,0.681241237,0.662757832,2.62324929,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.968482949,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG150-SW-WEST-07062021,North,7/6/2021 0:00,,7.19,0.0906,2.6,0,6.5,12,4.1,14,4.9,10,52,29,10,2.7,3.3,210,0.86,0.5,0.5,0.5,0.5,0.5,0.5,0.6,3.2,0.5,0.5,0.5,0.5,0.5,2.5,2.5,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.8,2.5,1,385.66,0.812913357,1.079181246,0.612783857,1.146128036,0.69019608,1,1.716003344,1.462397998,1,0.431363764,0.51851394,2.322219295,-0.065501549,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.505149978,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.397940009,0.397940009,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.447158031,0.397940009,0
WG151-SW-SPILL-07062021,Spill,7/6/2021 0:00,,7.02,0.0833,0.75,0,5.6,13,3.8,15,4.8,8.3,47,26,8.7,2.5,2.9,190,0.87,0.53,0.5,0.5,0.5,0.5,0.5,0.6,3.1,0.5,0.5,0.5,0.5,0.5,2.5,2.5,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.8,2.5,1,354.7,0.748188027,1.113943352,0.579783597,1.176091259,0.681241237,0.919078092,1.672097858,1.414973348,0.939519253,0.397940009,0.462397998,2.278753601,-0.060480747,-0.27572413,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.491361694,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.397940009,0.397940009,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.447158031,0.397940009,0
WG152-SW-EAST-07062021,South,7/6/2021 0:00,,6.86,0.0912,1.85,0,4.9,11,3.8,15,4.5,8.3,49,25,8.2,2.7,3.4,210,0.85,0.52,0.5,0.5,0.5,0.5,0.5,0.6,10,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,379.97,0.69019608,1.041392685,0.579783597,1.176091259,0.653212514,0.919078092,1.69019608,1.397940009,0.913813852,0.431363764,0.531478917,2.322219295,-0.070581074,-0.283996656,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG153-SW-HEAD-07062021,Head,7/6/2021 0:00,,8,0.1911,7.6,0,7.8,19,6,22,7.9,12,78,37,13,3.9,4.5,300,1,0.5,0.5,0.5,0.5,0.5,0.5,0.6,4.2,0.5,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,539.6,0.892094603,1.278753601,0.77815125,1.342422681,0.897627091,1.079181246,1.892094603,1.568201724,1.113943352,0.591064607,0.653212514,2.477121255,0,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.62324929,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG156-SW-WEST-07082021,North,7/8/2021 0:00,,7.22,0.0886,2.7,0,6.6,15,4.8,18,6,9.8,60,31,9.1,3.1,3.6,230,0.9,0.55,0.55,0.55,0.55,0.55,0.55,0.65,2.8,0.55,0.55,0.55,0.55,0.55,2.75,2.75,1.3,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.1,3.1,2.75,1.1,426.1,0.819543936,1.176091259,0.681241237,1.255272505,0.77815125,0.991226076,1.77815125,1.491361694,0.959041392,0.491361694,0.556302501,2.361727836,-0.045757491,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.447158031,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.439332694,0.439332694,0.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.041392685,0.491361694,0.439332694,0.041392685
WG157-SW-SPILL-07082021,Spill,7/8/2021 0:00,,6.74,0.085,0.44,0,5.9,14,4.3,16,5.3,8.5,52,28,8.2,2.7,3.5,210,0.91,0.53,0.495,0.495,0.495,0.495,0.495,0.6,2.6,0.495,0.495,0.495,0.495,0.495,2.5,2.5,1.2,0.495,0.495,0.495,0.495,0.495,0.495,0.495,1,2.8,2.5,1,384.955,0.770852012,1.146128036,0.633468456,1.204119983,0.72427587,0.929418926,1.716003344,1.447158031,0.913813852,0.431363764,0.544068044,2.322219295,-0.040958608,-0.27572413,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.22184875,0.414973348,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,0.397940009,0.397940009,0.079181246,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,-0.305394801,0,0.447158031,0.397940009,0
WG158-SW-EAST-07082021,South,7/8/2021 0:00,,6.95,0.0958,3.9,0,5.8,14,4.4,15,5.1,9.2,50,27,7.8,2.8,3.4,220,0.76,0.5,0.5,0.5,0.5,0.5,0.5,0.6,10.5,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,1.05,399.41,0.763427994,1.146128036,0.643452676,1.176091259,0.707570176,0.963787827,1.698970004,1.431363764,0.892094603,0.447158031,0.531478917,2.342422681,-0.119186408,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1.021189299,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,0.021189299
WG159-SW-HEAD-07082021,Head,7/8/2021 0:00,,7.66,0.1746,7.62,0,5.6,14,4.7,15,7,11,82,35,12,4.5,4.7,330,0.93,0.55,0.55,0.55,0.55,0.55,0.55,0.65,3.9,0.55,0.55,0.55,0.55,0.55,2.7,2.7,1.3,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.1,3,2.7,1.1,555.48,0.748188027,1.146128036,0.672097858,1.176091259,0.84509804,1.041392685,1.913813852,1.544068044,1.079181246,0.653212514,0.672097858,2.51851394,-0.031517051,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.591064607,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.431363764,0.431363764,0.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.041392685,0.477121255,0.431363764,0.041392685
WG162-SW-WEST-07112021,North,7/11/2021 0:00,,7.02,0.0859,2.68,0,5.6,12,4.2,15,4.3,8.9,47,26,7.3,2.6,2.7,190,0.78,0.57,0.5,0.5,0.5,0.5,0.5,0.6,10.5,0.5,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,1.05,360.6,0.748188027,1.079181246,0.62324929,1.176091259,0.633468456,0.949390007,1.672097858,1.414973348,0.86332286,0.414973348,0.431363764,2.278753601,-0.107905397,-0.244125144,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1.021189299,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,0.021189299
WG163-SW-SPILL-07112021,Spill,7/11/2021 0:00,,6.84,0.093,0.77,0,6.2,12,4,15,5.6,9.9,52,30,8.1,2.8,3.2,220,0.88,0.57,0.55,0.55,0.55,0.55,0.55,0.65,10.5,0.55,0.55,0.55,0.55,0.55,2.7,2.7,1.3,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,3,2.7,1.05,405.25,0.792391689,1.079181246,0.602059991,1.176091259,0.748188027,0.995635195,1.716003344,1.477121255,0.908485019,0.447158031,0.505149978,2.342422681,-0.055517328,-0.244125144,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,1.021189299,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.431363764,0.431363764,0.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.477121255,0.431363764,0.021189299
WG164-SW-EAST-07112021,South,7/11/2021 0:00,,6.9,0.0862,2.5,0,6.4,14,4.4,16,5.2,9.4,55,28,11.5,3,3.3,220,0.87,0.55,0.55,0.55,0.55,0.55,0.55,0.7,11.5,0.55,0.55,0.55,0.55,0.55,2.85,2.85,1.35,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.15,3.15,2.85,1.15,414.52,0.806179974,1.146128036,0.643452676,1.204119983,0.716003344,0.973127854,1.740362689,1.447158031,1.06069784,0.477121255,0.51851394,2.342422681,-0.060480747,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.15490196,1.06069784,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.45484486,0.45484486,0.130333768,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.06069784,0.498310554,0.45484486,0.06069784
WG165-SW-HEAD-07112021,Head,7/11/2021 0:00,,7.76,0.1925,7.5,0,13,33,13,36,17,22,160,49,32,8.5,7.1,590,0.89,0.5,0.5,0.5,0.5,0.5,0.5,0.6,16,0.95,0.5,0.5,0.5,0.5,2.55,2.55,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.55,1.05,1021.44,1.113943352,1.51851394,1.113943352,1.556302501,1.230448921,1.342422681,2.204119983,1.69019608,1.505149978,0.929418926,0.851258349,2.770852012,-0.050609993,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,1.204119983,-0.022276395,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.40654018,0.021189299
WG168-SW-WEST-07132021,North,7/13/2021 0:00,,7.01,0.0617,2.34,,5.8,8.9,1.7,8.5,1.9,4.4,21,14,5.2,0.96,2.6,98,0.79,0.6,0.5,0.5,0.5,0.5,0.5,0.65,2.8,0.55,0.5,0.5,0.5,0.5,2.6,2.6,1.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.05,2.9,2.6,1.05,200.4,0.763427994,0.949390007,0.230448921,0.929418926,0.278753601,0.643452676,1.322219295,1.146128036,0.716003344,-0.017728767,0.414973348,1.991226076,-0.102372909,-0.22184875,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.187086643,0.447158031,-0.259637311,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.414973348,0.414973348,0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.021189299,0.462397998,0.414973348,0.021189299
WG169-SW-SPILL-07132021,Spill,7/13/2021 0:00,,6.76,0.0793,0.48,,7.5,14,4.5,18,5.7,9.6,57,27,6.9,2.6,3.8,220,1.1,0.8,0.5,0.5,0.5,0.5,0.5,0.6,2.7,0.57,0.5,0.5,0.5,0.5,2.55,2.55,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2.85,2.55,1,404.07,0.875061263,1.146128036,0.653212514,1.255272505,0.755874856,0.982271233,1.755874856,1.431363764,0.838849091,0.414973348,0.579783597,2.342422681,0.041392685,-0.096910013,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.22184875,0.431363764,-0.244125144,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0.40654018,0.40654018,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,-0.301029996,0,0.45484486,0.40654018,0
WG170-SW-EAST-07132021,South,7/13/2021 0:00,,6.76,0.0498,1.95,,4.2,10,3.1,14,4.2,6.8,41,20,6,1.8,2.9,160,0.67,0.61,0.55,0.55,0.55,0.55,0.55,0.65,2.7,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.3,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,3,2.65,1.05,302.33,0.62324929,1,0.491361694,1.146128036,0.62324929,0.832508913,1.612783857,1.301029996,0.77815125,0.255272505,0.462397998,2.204119983,-0.173925197,-0.214670165,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.431363764,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.113943352,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.477121255,0.423245874,0.021189299
WG171-SW-HEAD-07132021,Head,7/13/2021 0:00,,7.46,0.1903,6.35,,13,32,11,37,14,21,140,55,25,6.8,6.4,540,0.82,0.55,0.55,0.55,0.55,0.55,0.55,0.65,12,1.1,0.55,0.55,0.55,0.55,2.65,2.65,1.25,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,2.95,2.65,10.5,948.82,1.113943352,1.505149978,1.041392685,1.568201724,1.146128036,1.322219295,2.146128036,1.740362689,1.397940009,0.832508913,0.806179974,2.73239376,-0.086186148,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,1.079181246,0.041392685,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.096910013,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.469822016,0.423245874,1.021189299
WG174-SW-WEST-08192021,North,8/19/2021 0:00,,7.4,0.0309,4.69,,2.5,4,1.2,4.3,1.5,2.6,14,9.4,1.05,0.73,1.4,72,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.65,1.5,0.55,0.55,0.55,0.55,0.55,2.65,2.65,1.25,0.55,0.55,0.55,0.55,0.55,0.55,0.55,1.05,2.95,2.65,1.05,141.53,0.397940009,0.602059991,0.079181246,0.633468456,0.176091259,0.414973348,1.146128036,0.973127854,0.021189299,-0.13667714,0.146128036,1.857332496,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.187086643,0.176091259,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.423245874,0.423245874,0.096910013,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,-0.259637311,0.021189299,0.469822016,0.423245874,0.021189299
WG175-SW-SPILL-08192021,Spill,8/19/2021 0:00,,6.94,0.0638,2.54,,5.9,12,4.4,13,5.2,8.4,49,23,10,2.3,3.5,190,0.82,0.49,0.49,0.49,0.49,0.49,0.49,0.6,1.5,0.49,0.49,0.49,0.49,0.49,2.45,2.45,1.2,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1,2.75,2.45,10,360.74,0.770852012,1.079181246,0.643452676,1.113943352,0.716003344,0.924279286,1.69019608,1.361727836,1,0.361727836,0.544068044,2.278753601,-0.086186148,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.22184875,0.176091259,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,0.389166084,0.389166084,0.079181246,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,-0.30980392,0,0.439332694,0.389166084,1
