SampleID,SampleDate,Julian,Location,Seasonality,Precipitation,Temp,log_Temp,DO,log_DO,Cond,log_Cond,pH,log_pH,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFBS,PFPeS,PFHxS,PFHpS,PFOS,PFNS,PFDS,PFDoS,4:2 FTS,6:2 FTS,8:2 FTS,N-MeFOSAA,N-EtFOSAA,FOSA,N-MeFOSA,N-EtFOSA,N-MeFOSE,N-EtFOSE,HFPO-DA,ADONA,9Cl-PF3ONS,11Cl-PF3OUdS,3:3 FTCA,5:3 FTCA,7:3 FTCA,PFEESA,PFMBA,PFMPA,NFDHA,PFHxDA,PFODA,10:2 FTS,MeFOSAA,EtFOSAA,PFOSA,MeFOSA,EtFOSA,MeFOSE,EtFOSE,PFPrS,PFecHS,SumPFAS,log_PFBA,log_PFPeA,log_PFHxA,log_PFHpA,log_PFOA,log_PFNA,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFBS,log_PFPeS,log_PFHxS,log_PFHpS,log_PFOS,log_PFNS,log_PFDS,log_PFDoS,log_4:2 FTS,log_6:2 FTS,log_8:2 FTS,log_N-MeFOSAA,log_N-EtFOSAA,log_FOSA,log_N-MeFOSA,log_N-EtFOSA,log_N-MeFOSE,log_N-EtFOSE,log_HFPO-DA,log_ADONA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_PFEESA,log_PFMBA,log_PFMPA,log_NFDHA,log_PFHxDA,log_PFODA,log_10:2 FTS,log_MeFOSAA,log_EtFOSAA,log_PFOSA,log_MeFOSA,log_EtFOSA,log_MeFOSE,log_EtFOSE,log_PFPrS,log_PFecHS
JBA002-SW-SPILL-11172020,11/17/2020 0:00,20322,Spill,Winter,0,12.4,1.093421685,4.93,0.692846919,,,,,31,100,160,62,280,14,0.93,0.495,0.495,0.495,0.495,51,61,560,15,520,0.495,0.6,0.495,2.7,120,6,0.6,0.9,10,0.95,0.9,4.85,9,0.495,0.8,1.4,1.3,2.5,6,4.95,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2036.645,1.491361694,2,2.204119983,1.792391689,2.447158031,1.146128036,-0.031517051,-0.305394801,-0.305394801,-0.305394801,-0.305394801,1.707570176,1.785329835,2.748188027,1.176091259,2.716003344,-0.305394801,-0.22184875,-0.305394801,0.431363764,2.079181246,0.77815125,-0.22184875,-0.045757491,1,-0.022276395,-0.045757491,0.685741739,0.954242509,-0.305394801,-0.096910013,0.146128036,0.113943352,0.397940009,0.77815125,0.694605199,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA003-SW-RIPP-11172020,11/17/2020 0:00,20322,Ripp,Winter,0,12.1,1.08278537,5.18,0.71432976,,,,,14,45,79,33,190,8.8,0.78,0.5,0.5,0.5,0.5,23,35,490,12,460,0.5,0.6,0.5,2,100,4.1,0.6,0.9,11,0.95,0.9,4.95,9,0.5,0.8,1.4,1.3,2.5,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,1550.88,1.146128036,1.653212514,1.897627091,1.51851394,2.278753601,0.944482672,-0.107905397,-0.301029996,-0.301029996,-0.301029996,-0.301029996,1.361727836,1.544068044,2.69019608,1.079181246,2.662757832,-0.301029996,-0.22184875,-0.301029996,0.301029996,2,0.612783857,-0.22184875,-0.045757491,1.041392685,-0.022276395,-0.045757491,0.694605199,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.397940009,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA004-SW-DOWN-11172020,11/17/2020 0:00,20322,Down,Winter,0,12.7,1.103803721,5.45,0.736396502,,,,,36,130,180,60,260,15,1.1,0.49,0.49,0.49,0.49,66,66,610,18,660,0.49,0.6,0.49,3.3,160,8.9,0.6,0.9,9.5,0.95,0.9,4.8,9,0.49,0.8,1.35,1.3,2.45,6,4.9,1.45,1.25,1.25,0.8,,,,,,,,,,,,,2326.53,1.556302501,2.113943352,2.255272505,1.77815125,2.414973348,1.176091259,0.041392685,-0.30980392,-0.30980392,-0.30980392,-0.30980392,1.819543936,1.819543936,2.785329835,1.255272505,2.819543936,-0.30980392,-0.22184875,-0.30980392,0.51851394,2.204119983,0.949390007,-0.22184875,-0.045757491,0.977723605,-0.022276395,-0.045757491,0.681241237,0.954242509,-0.30980392,-0.096910013,0.130333768,0.113943352,0.389166084,0.77815125,0.69019608,0.161368002,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA005-SW-EXIT-11172020,11/17/2020 0:00,20322,Exit,Winter,0,12.2,1.086359831,5.46,0.737192643,,,,,35,110,180,58,240,14,1.2,0.49,0.49,0.49,0.49,54,59,590,0.49,610,0.49,0.6,0.49,2.5,140,6,0.6,0.9,9.1,0.95,0.9,4.8,9,0.49,0.8,1.35,1.25,2.45,6,4.9,1.45,1.2,1.2,0.8,,,,,,,,,,,,,2151.87,1.544068044,2.041392685,2.255272505,1.763427994,2.380211242,1.146128036,0.079181246,-0.30980392,-0.30980392,-0.30980392,-0.30980392,1.73239376,1.770852012,2.770852012,-0.30980392,2.785329835,-0.30980392,-0.22184875,-0.30980392,0.397940009,2.146128036,0.77815125,-0.22184875,-0.045757491,0.959041392,-0.022276395,-0.045757491,0.681241237,0.954242509,-0.30980392,-0.096910013,0.130333768,0.096910013,0.389166084,0.77815125,0.69019608,0.161368002,0.079181246,0.079181246,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA007-SW-SPILL-11192020,11/19/2020 0:00,20324,Spill,Winter,0,10.3,1.012837225,11.4,1.056904851,,,,,29,95,140,63,260,15,0.8,0.49,0.49,0.49,0.49,40,63,660,17,550,0.49,0.6,0.49,2.3,140,6.8,0.6,0.9,13,0.95,0.9,4.8,9,0.49,0.8,1.35,1.3,2.45,6,4.9,1.45,1.25,1.25,0.8,,,,,,,,,,,,,2137.63,1.462397998,1.977723605,2.146128036,1.799340549,2.414973348,1.176091259,-0.096910013,-0.30980392,-0.30980392,-0.30980392,-0.30980392,1.602059991,1.799340549,2.819543936,1.230448921,2.740362689,-0.30980392,-0.22184875,-0.30980392,0.361727836,2.146128036,0.832508913,-0.22184875,-0.045757491,1.113943352,-0.022276395,-0.045757491,0.681241237,0.954242509,-0.30980392,-0.096910013,0.130333768,0.113943352,0.389166084,0.77815125,0.69019608,0.161368002,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA008-SW-RIPP-11192020,11/19/2020 0:00,20324,Ripp,Winter,0,10.3,1.012837225,12.07,1.08170727,,,,,39,110,190,66,250,16,0.9,0.5,0.5,0.5,0.5,51,71,610,20,640,0.5,0.6,0.5,3,140,7.6,0.6,0.9,10,0.95,0.9,4.9,9,0.5,0.8,1.4,1.3,2.5,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2267.65,1.591064607,2.041392685,2.278753601,1.819543936,2.397940009,1.204119983,-0.045757491,-0.301029996,-0.301029996,-0.301029996,-0.301029996,1.707570176,1.851258349,2.785329835,1.301029996,2.806179974,-0.301029996,-0.22184875,-0.301029996,0.477121255,2.146128036,0.880813592,-0.22184875,-0.045757491,1,-0.022276395,-0.045757491,0.69019608,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.397940009,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA009-SW-DOWN-11192020,11/19/2020 0:00,20324,Down,Winter,0,9.8,0.991226076,12.46,1.095518042,,,,,43,130,210,67,290,15,1.1,0.495,0.495,0.495,0.495,66,65,650,19,740,0.495,0.6,0.495,3.5,140,6.6,0.6,0.9,12,0.95,0.9,4.85,9,0.495,0.8,1.4,1.3,2.5,6,4.95,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2501.215,1.633468456,2.113943352,2.322219295,1.826074803,2.462397998,1.176091259,0.041392685,-0.305394801,-0.305394801,-0.305394801,-0.305394801,1.819543936,1.812913357,2.812913357,1.278753601,2.86923172,-0.305394801,-0.22184875,-0.305394801,0.544068044,2.146128036,0.819543936,-0.22184875,-0.045757491,1.079181246,-0.022276395,-0.045757491,0.685741739,0.954242509,-0.305394801,-0.096910013,0.146128036,0.113943352,0.397940009,0.77815125,0.694605199,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA010-SW-EXIT-11192020,11/19/2020 0:00,20324,Exit,Winter,0,8.9,0.949390007,12.4,1.093421685,,,,,26,75,160,53,290,17,1.2,0.5,0.5,0.5,0.5,41,53,550,23,610,0.5,0.6,0.5,2.7,120,6.1,0.6,0.9,7.7,0.95,0.9,4.9,9,0.5,0.8,1.4,1.3,2.8,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2079.15,1.414973348,1.875061263,2.204119983,1.72427587,2.462397998,1.230448921,0.079181246,-0.301029996,-0.301029996,-0.301029996,-0.301029996,1.612783857,1.72427587,2.740362689,1.361727836,2.785329835,-0.301029996,-0.22184875,-0.301029996,0.431363764,2.079181246,0.785329835,-0.22184875,-0.045757491,0.886490725,-0.022276395,-0.045757491,0.69019608,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.447158031,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA012-SW-SPILL-1124-2020,11/24/2020 0:00,20329,Spill,Winter,,12.7,1.103803721,6.15,0.788875116,,,,,50,150,270,80,350,19,0.92,0.5,0.5,0.5,0.5,77,85,650,24,820,0.5,0.6,0.5,4.7,180,10,0.6,0.9,8.5,0.95,0.9,4.9,9,0.5,0.8,1.4,1.3,2.8,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2822.57,1.698970004,2.176091259,2.431363764,1.903089987,2.544068044,1.278753601,-0.036212173,-0.301029996,-0.301029996,-0.301029996,-0.301029996,1.886490725,1.929418926,2.812913357,1.380211242,2.913813852,-0.301029996,-0.22184875,-0.301029996,0.672097858,2.255272505,1,-0.22184875,-0.045757491,0.929418926,-0.022276395,-0.045757491,0.69019608,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.447158031,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA013-SW-RIPP-1124-2020,11/24/2020 0:00,20329,Ripp,Winter,,11.8,1.071882007,6.18,0.790988475,,,,,48,140,250,62,300,17,0.92,0.495,0.495,0.495,0.495,71,88,690,21,620,0.495,0.6,0.495,5.5,180,9.5,0.6,0.9,8.7,0.95,0.9,4.85,9,0.495,0.8,1.4,1.3,2.8,6,4.95,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2554.935,1.681241237,2.146128036,2.397940009,1.792391689,2.477121255,1.230448921,-0.036212173,-0.305394801,-0.305394801,-0.305394801,-0.305394801,1.851258349,1.944482672,2.838849091,1.322219295,2.792391689,-0.305394801,-0.22184875,-0.305394801,0.740362689,2.255272505,0.977723605,-0.22184875,-0.045757491,0.939519253,-0.022276395,-0.045757491,0.685741739,0.954242509,-0.305394801,-0.096910013,0.146128036,0.113943352,0.447158031,0.77815125,0.694605199,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA014-SW-DOWN-1124-2020,11/24/2020 0:00,20329,Down,Winter,,11.8,1.071882007,6.08,0.783903579,,,,,28,85,190,55,350,17,1.1,0.48,0.48,0.48,0.48,48,65,590,22,700,0.48,0.6,0.48,3.4,200,9.4,0.6,0.85,7.5,0.9,0.85,4.7,8.5,0.48,0.75,1.35,1.25,2.7,6,4.8,1.45,1.2,1.2,0.75,,,,,,,,,,,,,2413.21,1.447158031,1.929418926,2.278753601,1.740362689,2.544068044,1.230448921,0.041392685,-0.318758763,-0.318758763,-0.318758763,-0.318758763,1.681241237,1.812913357,2.770852012,1.342422681,2.84509804,-0.318758763,-0.22184875,-0.318758763,0.531478917,2.301029996,0.973127854,-0.22184875,-0.070581074,0.875061263,-0.045757491,-0.070581074,0.672097858,0.929418926,-0.318758763,-0.124938737,0.130333768,0.096910013,0.431363764,0.77815125,0.681241237,0.161368002,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA015-SW-EXIT-1124-2020,11/24/2020 0:00,20329,Exit,Winter,,10.9,1.037426498,5.96,0.77524626,,,,,12,35,85,23,200,16,0.99,0.55,0.55,0.55,0.55,16,20,300,17,560,0.55,0.65,0.55,2.2,100,6.2,0.65,1,7.7,1.05,1,5.5,10,0.55,0.9,1.55,1.45,3.1,6.5,5.5,1.65,1.35,1.35,0.9,,,,,,,,,,,,,1449.04,1.079181246,1.544068044,1.929418926,1.361727836,2.301029996,1.204119983,-0.004364805,-0.259637311,-0.259637311,-0.259637311,-0.259637311,1.204119983,1.301029996,2.477121255,1.230448921,2.748188027,-0.259637311,-0.187086643,-0.259637311,0.342422681,2,0.792391689,-0.187086643,0,0.886490725,0.021189299,0,0.740362689,1,-0.259637311,-0.045757491,0.190331698,0.161368002,0.491361694,0.812913357,0.740362689,0.217483944,0.130333768,0.130333768,-0.045757491,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA017-SW-SPILL-11272020,11/27/2020 0:00,20332,Spill,Winter,0,14.5,1.161368002,5.58,0.746634199,,,,,51,160,310,87,380,17,1.4,0.495,0.495,0.495,0.495,85,99,810,28,770,0.495,0.6,0.495,5.2,180,9.9,0.6,0.9,8.5,0.95,0.9,4.85,9,0.495,0.8,1.4,1.3,2.75,6,4.95,1.5,1.25,1.25,0.8,,,,,,,,,,,,,3045.265,1.707570176,2.204119983,2.491361694,1.939519253,2.579783597,1.230448921,0.146128036,-0.305394801,-0.305394801,-0.305394801,-0.305394801,1.929418926,1.995635195,2.908485019,1.447158031,2.886490725,-0.305394801,-0.22184875,-0.305394801,0.716003344,2.255272505,0.995635195,-0.22184875,-0.045757491,0.929418926,-0.022276395,-0.045757491,0.685741739,0.954242509,-0.305394801,-0.096910013,0.146128036,0.113943352,0.439332694,0.77815125,0.694605199,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA018-SW-RIPP-11272020,11/27/2020 0:00,20332,Ripp,Winter,0,14,1.146128036,5.52,0.741939078,,,,,53,160,280,82,370,20,0.87,0.495,0.495,0.495,0.495,87,86,680,24,770,0.495,0.6,0.495,5.2,190,9.5,0.6,0.9,6.4,0.95,0.9,4.85,9,0.495,0.8,1.4,1.3,2.75,6,4.95,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2867.235,1.72427587,2.204119983,2.447158031,1.913813852,2.568201724,1.301029996,-0.060480747,-0.305394801,-0.305394801,-0.305394801,-0.305394801,1.939519253,1.934498451,2.832508913,1.380211242,2.886490725,-0.305394801,-0.22184875,-0.305394801,0.716003344,2.278753601,0.977723605,-0.22184875,-0.045757491,0.806179974,-0.022276395,-0.045757491,0.685741739,0.954242509,-0.305394801,-0.096910013,0.146128036,0.113943352,0.439332694,0.77815125,0.694605199,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA019-SW-DOWN-11272020,11/27/2020 0:00,20332,Down,Winter,0,14,1.146128036,5.73,0.758154622,,,,,29,92,200,75,310,19,1.1,0.5,0.5,0.5,0.5,52,78,570,24,710,0.5,0.6,0.5,3.1,160,11,0.6,0.9,7.9,0.95,0.9,4.9,9,0.5,0.8,1.4,1.3,2.8,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2385.55,1.462397998,1.963787827,2.301029996,1.875061263,2.491361694,1.278753601,0.041392685,-0.301029996,-0.301029996,-0.301029996,-0.301029996,1.716003344,1.892094603,2.755874856,1.380211242,2.851258349,-0.301029996,-0.22184875,-0.301029996,0.491361694,2.204119983,1.041392685,-0.22184875,-0.045757491,0.897627091,-0.022276395,-0.045757491,0.69019608,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.447158031,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA020-SW-EXIT-11272020,11/27/2020 0:00,20332,Exit,Winter,0,13.7,1.136720567,5.67,0.753583059,,,,,50,120,280,69,310,16,0.99,0.47,0.47,0.47,0.47,73,81,680,24,630,0.47,0.55,0.47,4.9,170,7,0.55,0.85,5.7,0.9,0.85,4.6,8.5,0.47,0.75,1.3,1.2,2.65,5.5,4.7,1.4,1.2,1.2,0.75,,,,,,,,,,,,,2562.33,1.698970004,2.079181246,2.447158031,1.838849091,2.491361694,1.204119983,-0.004364805,-0.327902142,-0.327902142,-0.327902142,-0.327902142,1.86332286,1.908485019,2.832508913,1.380211242,2.799340549,-0.327902142,-0.259637311,-0.327902142,0.69019608,2.230448921,0.84509804,-0.259637311,-0.070581074,0.755874856,-0.045757491,-0.070581074,0.662757832,0.929418926,-0.327902142,-0.124938737,0.113943352,0.079181246,0.423245874,0.740362689,0.672097858,0.146128036,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA022-SW-SPILL-12022020,12/2/2020 0:00,20337,Spill,Winter,0.02,10.5,1.021189299,6.36,0.803457116,,,,,33,87,200,51,230,13,0.89,0.47,0.47,0.47,0.47,54,58,460,15,510,0.47,0.55,0.47,3.6,110,5.5,0.55,0.85,4.1,0.9,0.85,4.65,8.5,0.47,0.75,1.3,1.25,2.65,5.5,4.7,1.4,1.2,1.2,0.75,,,,,,,,,,,,,1875.93,1.51851394,1.939519253,2.301029996,1.707570176,2.361727836,1.113943352,-0.050609993,-0.327902142,-0.327902142,-0.327902142,-0.327902142,1.73239376,1.763427994,2.662757832,1.176091259,2.707570176,-0.327902142,-0.259637311,-0.327902142,0.556302501,2.041392685,0.740362689,-0.259637311,-0.070581074,0.612783857,-0.045757491,-0.070581074,0.667452953,0.929418926,-0.327902142,-0.124938737,0.113943352,0.096910013,0.423245874,0.740362689,0.672097858,0.146128036,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA023-SW-RIPP-12022020,12/2/2020 0:00,20337,Ripp,Winter,0.02,9.8,0.991226076,6.09,0.784617293,,,,,28,75,160,39,200,12,0.72,0.48,0.48,0.48,0.48,42,49,460,14,420,0.48,0.6,0.48,2.7,84,5.8,0.6,0.85,4.1,0.9,0.85,4.7,8.5,0.48,0.75,1.35,1.25,2.7,6,4.8,1.45,1.2,1.2,0.75,,,,,,,,,,,,,1638.13,1.447158031,1.875061263,2.204119983,1.591064607,2.301029996,1.079181246,-0.142667504,-0.318758763,-0.318758763,-0.318758763,-0.318758763,1.62324929,1.69019608,2.662757832,1.146128036,2.62324929,-0.318758763,-0.22184875,-0.318758763,0.431363764,1.924279286,0.763427994,-0.22184875,-0.070581074,0.612783857,-0.045757491,-0.070581074,0.672097858,0.929418926,-0.318758763,-0.124938737,0.130333768,0.096910013,0.431363764,0.77815125,0.681241237,0.161368002,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA024-SW-DOWN-12022020,12/2/2020 0:00,20337,Down,Winter,0.02,10,1,6.06,0.782472624,,,,,18,55,120,41,200,14,0.82,0.475,0.475,0.475,0.475,33,36,400,15,480,0.475,0.55,0.475,2.3,95,5.5,0.55,0.85,4.4,0.9,0.85,4.7,8.5,0.475,0.75,1.35,1.25,2.65,5.5,4.75,1.45,1.2,1.2,0.75,,,,,,,,,,,,,1561.095,1.255272505,1.740362689,2.079181246,1.612783857,2.301029996,1.146128036,-0.086186148,-0.32330639,-0.32330639,-0.32330639,-0.32330639,1.51851394,1.556302501,2.602059991,1.176091259,2.681241237,-0.32330639,-0.259637311,-0.32330639,0.361727836,1.977723605,0.740362689,-0.259637311,-0.070581074,0.643452676,-0.045757491,-0.070581074,0.672097858,0.929418926,-0.32330639,-0.124938737,0.130333768,0.096910013,0.423245874,0.740362689,0.67669361,0.161368002,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA025-SW-EXIT-12022020,12/2/2020 0:00,20337,Exit,Winter,0.02,10.2,1.008600172,6.12,0.786751422,,,,,30,86,160,41,230,16,1.4,0.485,0.485,0.485,0.485,43,49,500,18,530,0.485,0.6,0.485,1.95,100,4.6,0.6,0.85,4,0.9,0.85,4.75,8.5,0.485,0.75,1.35,1.25,2.7,6,4.85,1.45,1.2,1.2,0.75,,,,,,,,,,,,,1856.895,1.477121255,1.934498451,2.204119983,1.612783857,2.361727836,1.204119983,0.146128036,-0.314258261,-0.314258261,-0.314258261,-0.314258261,1.633468456,1.69019608,2.698970004,1.255272505,2.72427587,-0.314258261,-0.22184875,-0.314258261,0.290034611,2,0.662757832,-0.22184875,-0.070581074,0.602059991,-0.045757491,-0.070581074,0.67669361,0.929418926,-0.314258261,-0.124938737,0.130333768,0.096910013,0.431363764,0.77815125,0.685741739,0.161368002,0.079181246,0.079181246,-0.124938737,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA027-SW-SPILL-12082020,12/8/2020 0:00,20343,Spill,Winter,0,10,1,9.02,0.955206538,,,,,38,110,200,55,320,13,0.93,0.5,0.5,0.5,0.5,58,66,460,18,580,0.5,0.6,0.5,4.2,140,7.4,0.6,0.9,4.7,0.95,0.9,4.9,9,0.5,0.8,1.4,1.3,2.8,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2118.68,1.579783597,2.041392685,2.301029996,1.740362689,2.505149978,1.113943352,-0.031517051,-0.301029996,-0.301029996,-0.301029996,-0.301029996,1.763427994,1.819543936,2.662757832,1.255272505,2.763427994,-0.301029996,-0.22184875,-0.301029996,0.62324929,2.146128036,0.86923172,-0.22184875,-0.045757491,0.672097858,-0.022276395,-0.045757491,0.69019608,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.447158031,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA028-SW-RIPP-12082020,12/8/2020 0:00,20343,Ripp,Winter,0,8.8,0.944482672,5.38,0.730782276,,,,,38,110,200,60,270,18,0.86,0.5,0.5,0.5,0.5,62,59,550,19,570,0.5,0.6,0.5,3.8,140,7,0.6,0.9,6.2,0.95,0.9,5,9,0.5,0.8,1.45,1.35,2.85,6,5,1.55,1.25,1.25,0.8,,,,,,,,,,,,,2157.61,1.579783597,2.041392685,2.301029996,1.77815125,2.431363764,1.255272505,-0.065501549,-0.301029996,-0.301029996,-0.301029996,-0.301029996,1.792391689,1.770852012,2.740362689,1.278753601,2.755874856,-0.301029996,-0.22184875,-0.301029996,0.579783597,2.146128036,0.84509804,-0.22184875,-0.045757491,0.792391689,-0.022276395,-0.045757491,0.698970004,0.954242509,-0.301029996,-0.096910013,0.161368002,0.130333768,0.45484486,0.77815125,0.698970004,0.190331698,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA029-SW-DOWN-12082020,12/8/2020 0:00,20343,Down,Winter,0,9,0.954242509,4.3,0.633468456,,,,,42,88,180,52,270,15,0.89,0.49,0.49,0.49,0.49,56,63,550,16,520,0.49,0.6,0.49,3.4,140,6.8,0.6,0.9,5,0.95,0.9,4.8,9,0.69,0.8,1.4,1.3,2.75,6,4.9,1.5,1.25,1.25,0.8,,,,,,,,,,,,,2051.42,1.62324929,1.944482672,2.255272505,1.716003344,2.431363764,1.176091259,-0.050609993,-0.30980392,-0.30980392,-0.30980392,-0.30980392,1.748188027,1.799340549,2.740362689,1.204119983,2.716003344,-0.30980392,-0.22184875,-0.30980392,0.531478917,2.146128036,0.832508913,-0.22184875,-0.045757491,0.698970004,-0.022276395,-0.045757491,0.681241237,0.954242509,-0.161150909,-0.096910013,0.146128036,0.113943352,0.439332694,0.77815125,0.69019608,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
JBA030-SW-EXIT-12082020,12/8/2020 0:00,20343,Exit,Winter,0,9.1,0.959041392,3.55,0.550228353,,,,,32,86,170,48,230,13,0.74,0.5,0.5,0.5,0.5,44,52,510,16,500,0.5,0.6,0.5,3.7,110,6.3,0.6,0.9,4.1,0.95,0.9,4.9,9,0.5,0.8,1.4,1.3,2.8,6,5,1.5,1.25,1.25,0.8,,,,,,,,,,,,,1869.29,1.505149978,1.934498451,2.230448921,1.681241237,2.361727836,1.113943352,-0.13076828,-0.301029996,-0.301029996,-0.301029996,-0.301029996,1.643452676,1.716003344,2.707570176,1.204119983,2.698970004,-0.301029996,-0.22184875,-0.301029996,0.568201724,2.041392685,0.799340549,-0.22184875,-0.045757491,0.612783857,-0.022276395,-0.045757491,0.69019608,0.954242509,-0.301029996,-0.096910013,0.146128036,0.113943352,0.447158031,0.77815125,0.698970004,0.176091259,0.096910013,0.096910013,-0.096910013,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!
