Species,Location,Seasonality,Tissue,Length,log_Length,PFBA,log_PFBA,PFPeA,log_PFPeA,PFHxA,log_PFHxA,PFHpA,log_PFHpA,PFOA,log_PFOA,PFNA,log_PFNA,PFDA,log_PFDA,PFUdA,log_PFUdA,PFDoA,log_PFDoA,PFTrDA,log_PFTrDA,PFTeDA,log_PFTeDA,PFHxDA,log_PFHxDA,PFBS,log_PFBS,PFPeS,log_PFPeS,PFHxS,log_PFHxS,PFHpS,log_PFHpS,PFOS,log_PFOS,PFNS,log_PFNS,PFDS,log_PFDS,PFDoS,log_PFDoS,ClPFOS,log_ClPFOS,FBSA,log_FBSA,FHxSA,log_FHxSA,FOSA,log_FOSA,MeFOSA,log_MeFOSA,MeFOSAA,log_MeFOSAA,EtFOSAA,log_EtFOSAA,FourTwoFTS,log_FourTwoFTS,SixTwoFTS,log_SixTwoFTS,EightTwoFTS,log_EightTwoFTS,TenTwoFTS,log_TenTwoFTS,ThreeThreeFTCA,log_ThreeThreeFTCA,FiveThreeFTCA,log_FiveThreeFTCA,SevenThreeFTCA,SevenThreeFTCA,SixTwoFTCA,log_SixTwoFTCA,EightTwoFTCA,log_EightTwoFTCA,TenTwoFTCA,log_TenTwoFTCA,SixTwoUFTCA,log_SixTwoUFTCA,ADONA,log_ADONA,SixTwoDiPAP,log_SixTwodiPAP,SumPFAS
Darter sp.,Spill,Spring,Whole Body,7,0.84509804,0.2395,-0.620694482,0.169,-0.772113295,0.975,-0.010995384,0.217,-0.663540266,3.89,0.589949601,2.61,0.416640507,3.33,0.522444234,2.99,0.475671188,4.06,0.608526034,0.98,-0.008773924,2.09,0.320146286,0.0865,-1.062983893,0.163,-0.787812396,0.908,-0.041914151,49.7,1.696356389,3.73,0.571708832,653,2.814913181,0.812,-0.090443971,0.57,-0.244125144,0.256,-0.591760035,0.1455,-0.837137007,17.2,1.235528447,118,2.071882007,32,1.505149978,0.056,-1.251811973,0.241,-0.617982957,0.063,-1.200659451,0.0595,-1.225483034,1.99,0.298853076,3.99,0.600972896,0.0825,-1.083546051,0.0835,-1.078313525,0.569,-0.244887734,4.46,0.649334859,0.2395,-0.620694482,0.735,-0.133712661,0.357,-0.447331784,0.057,-1.244125144,0.0725,-1.139661993,0.0775,-1.110698297,911.2545
Darter sp.,Spill,Spring,Whole Body,6.5,0.812913357,0.2215,-0.654626269,0.1565,-0.805485658,0.751,-0.124360063,0.302,-0.519993057,4.85,0.685741739,2.86,0.456366033,3.13,0.495544338,3.22,0.507855872,6.8,0.832508913,2.48,0.394451681,1.39,0.1430148,0.08,-1.096910013,0.151,-0.821023053,0.587,-0.231361899,45.1,1.654176542,3.21,0.506505032,710,2.851258349,0.643,-0.191789027,0.672,-0.172630727,0.237,-0.625251654,0.1345,-0.871277716,24.7,1.392696953,127,2.103803721,25.8,1.411619706,0.0515,-1.288192771,0.223,-0.651695137,0.0585,-1.232844134,0.055,-1.259637311,2.26,0.354108439,3.42,0.534026106,0.2515,-0.599462011,0.2555,-0.592609096,0.2215,-0.654626269,5.18,0.71432976,0.067,-1.173925197,0.618,-0.209011525,0.3305,-0.480828536,0.0525,-1.279840697,0.067,-1.173925197,0.0715,-1.145693958,977.6585
Margined Madtom,Spill,Spring,Whole Body,5.5,0.740362689,0.222,-0.653647026,0.0476,-1.322393047,0.12,-0.920818754,0.089,-1.050609993,0.746,-0.127261173,0.533,-0.273272791,3.81,0.580924976,7.6,0.880813592,12.1,1.08278537,3,0.477121255,4.25,0.62838893,0.08,-1.096910013,0.151,-0.821023053,0.1175,-0.929962133,19.8,1.29666519,1.01,0.004321374,730,2.86332286,0.578,-0.238072162,0.837,-0.077274542,0.2375,-0.624336386,0.135,-0.869666232,52.8,1.722633923,189,2.276461804,26.9,1.42975228,0.052,-1.283996656,0.2235,-0.650722473,0.0585,-1.232844134,0.0555,-1.255707017,0.134,-0.872895202,8.09,0.907948522,0.252,-0.598599459,0.718,-0.143875556,0.222,-0.653647026,4.19,0.622214023,0.658,-0.181774106,0.0675,-1.170696227,0.904,-0.04383157,0.053,-1.27572413,0.0675,-1.170696227,0.0715,-1.145693958,1069.9806
Margined Madtom,Spill,Spring,Whole Body,12,1.079181246,0.228,-0.642065153,0.0488,-1.311580178,0.03725,-1.428873723,0.091,-1.040958608,0.759,-0.119758224,0.473,-0.325138859,5.47,0.737987326,9.26,0.966610987,14.8,1.170261715,6.05,0.781755375,12.2,1.086359831,0.0825,-1.083546051,0.155,-0.809668302,0.1205,-0.919012953,19.7,1.294466226,1.03,0.012837225,822,2.914871818,0.704,-0.152427341,1.43,0.155336037,0.763,-0.117475462,0.1385,-0.858550227,52.9,1.723455672,188,2.274157849,31.7,1.501059262,0.053,-1.27572413,0.699,-0.155522824,0.06,-1.22184875,0.057,-1.244125144,0.1375,-0.861697302,8.25,0.916453949,0.259,-0.586700236,0.0795,-1.099632871,2.96,0.471291711,8.51,0.92992956,0.069,-1.161150909,0.069,-1.161150909,0.775,-0.110698297,0.054,-1.26760624,0.069,-1.161150909,0.0735,-1.133712661,1190.31505
Banded Killifish,Spill,Spring,Whole Body,9,0.954242509,0.217,-0.663540266,0.04635,-1.333950262,0.117,-0.931814138,0.087,-1.060480747,1.83,0.26245109,4.39,0.64246452,6.11,0.78604121,7.39,0.868644438,7.73,0.888179494,2.49,0.396199347,5.78,0.761927838,0.0785,-1.105130343,0.1475,-0.83120798,0.779,-0.108462542,35.1,1.545307116,5.23,0.718501689,1670,3.222716471,3.25,0.511883361,4.49,0.652246341,2.91,0.463892989,0.482,-0.316952962,25.3,1.403120521,105,2.021189299,48,1.681241237,0.0505,-1.296708622,0.82,-0.086186148,0.057,-1.244125144,0.054,-1.26760624,0.822,-0.085128182,6.73,0.828015064,0.591,-0.228412519,0.076,-1.119186408,12.4,1.093421685,9.48,0.976808337,0.066,-1.180456064,0.066,-1.180456064,1.82,0.260071388,0.0515,-1.288192771,0.066,-1.180456064,0.07,-1.15490196,1970.17435
Pumpkinseed,Spill,Summer,Whole Body,9.5,0.977723605,0.2315,-0.635449005,0.04955,-1.304956341,0.0379,-1.42136079,0.0925,-1.033858267,0.608,-0.216096421,0.537,-0.270025714,5.02,0.700703717,9.63,0.983626287,20.1,1.303196057,5.7,0.755874856,11.7,1.068185862,0.0835,-1.078313525,0.1575,-0.802719442,0.1225,-0.911863911,8.17,0.912222057,1.18,0.071882007,1250,3.096910013,1.32,0.120573931,1.62,0.209515015,1.11,0.045322979,0.141,-0.850780887,30.4,1.482873584,65.8,1.818225894,11.2,1.049218023,0.054,-1.26760624,1.43,0.155336037,0.061,-1.214670165,0.0575,-1.240332155,0.14,-0.853871964,3.85,0.58546073,0.263,-0.580044252,0.081,-1.091514981,2.15,0.33243846,1.44,0.158362492,0.669,-0.174573882,0.07,-1.15490196,1.38,0.139879086,0.055,-1.259637311,0.07,-1.15490196,0.0745,-1.127843727,1436.85595
Pumpkinseed,Spill,Summer,Whole Body,9,0.954242509,0.0685,-1.164309429,0.0485,-1.314258261,0.1225,-0.911863911,0.0905,-1.043351421,0.335,-0.474955193,0.157,-0.804100348,4.37,0.640481437,8.28,0.918030337,21.9,1.340444115,3.55,0.550228353,16.8,1.225309282,0.082,-1.086186148,0.154,-0.812479279,0.12,-0.920818754,12.1,1.08278537,1.21,0.08278537,1150,3.06069784,1.6,0.204119983,1.79,0.252853031,0.2425,-0.615288257,0.1375,-0.861697302,25,1.397940009,31.2,1.494154594,8.6,0.934498451,0.053,-1.27572413,0.721,-0.142064735,0.0595,-1.225483034,0.0565,-1.247951552,0.137,-0.863279433,4.86,0.686636269,0.2575,-0.589222767,0.079,-1.102372909,0.2265,-0.644931794,0.962,-0.016824928,0.0685,-1.164309429,0.2265,-0.644931794,0.338,-0.4710833,0.054,-1.26760624,0.0685,-1.164309429,1.35,0.130333768,1297.4755
Pumpkinseed,Spill,Summer,Whole Body,5,0.698970004,0.216,-0.665546249,0.0462,-1.335358024,0.1165,-0.933674075,0.0865,-1.062983893,0.49,-0.30980392,0.1495,-0.825358807,1.24,0.093421685,2.57,0.409933123,5.21,0.716837723,2.51,0.399673721,6.78,0.831229694,0.078,-1.107905397,0.147,-0.832682665,0.1145,-0.941194513,6.76,0.829946696,1.22,0.086359831,493,2.692846919,0.935,-0.029188389,1.28,0.10720997,0.231,-0.63638802,0.1315,-0.881074247,4.42,0.645422269,25.5,1.40654018,5.94,0.773786445,0.0505,-1.296708622,0.2175,-0.662540739,0.057,-1.244125144,0.054,-1.26760624,0.278,-0.555955204,1.58,0.198657087,0.0745,-1.127843727,0.0755,-1.122053048,0.58,-0.236572006,1.29,0.11058971,0.0655,-1.1837587,1.53,0.184691431,0.0975,-1.010995384,0.0515,-1.288192771,0.0655,-1.1837587,0.0695,-1.158015195,565.3082
Pumpkinseed,Spill,Summer,Whole Body,7.5,0.875061263,0.0675,-1.170696227,0.0476,-1.322393047,0.12,-0.920818754,0.089,-1.050609993,0.638,-0.195179321,0.309,-0.510041521,3.66,0.563481085,4.08,0.610660163,7.58,0.879669206,1.97,0.294466226,6.91,0.839478047,0.0805,-1.09420412,0.1515,-0.819587367,0.118,-0.928117993,9.46,0.975891136,2,0.301029996,825,2.916453949,1.15,0.06069784,0.92,-0.036212173,0.238,-0.623423043,0.135,-0.869666232,19.1,1.281033367,84.3,1.925827575,6.93,0.840733235,0.052,-1.283996656,0.224,-0.649751982,0.0585,-1.232844134,0.0555,-1.255707017,0.1345,-0.871277716,3.03,0.481442629,0.2525,-0.597738618,0.0775,-1.110698297,0.2225,-0.652669985,1.35,0.130333768,0.0675,-1.170696227,2.02,0.305351369,0.332,-0.478861916,0.053,-1.27572413,0.0675,-1.170696227,0.072,-1.142667504,983.1231
Pumpkinseed,Spill,Summer,Whole Body,6,0.77815125,0.219,-0.659555885,0.0468,-1.329754147,0.03575,-1.446723954,0.0265,-1.576754126,1.16,0.064457989,0.477,-0.321481621,1.46,0.164352856,2.16,0.334453751,9.58,0.981365509,2.81,0.44870632,7.96,0.900913068,0.079,-1.102372909,0.149,-0.826813732,0.482,-0.316952962,52.7,1.721810615,3.41,0.532754379,614,2.788168371,0.799,-0.097453221,0.707,-0.150580586,0.234,-0.630784143,0.133,-0.876148359,15.9,1.201397124,68.5,1.835690571,5.7,0.755874856,0.051,-1.292429824,0.22,-0.657577319,0.0575,-1.240332155,0.0545,-1.263603498,0.627,-0.202732459,1.15,0.06069784,0.2485,-0.604673607,0.0765,-1.116338565,0.219,-0.659555885,1.53,0.184691431,0.0665,-1.177178355,1.18,0.071882007,0.099,-1.004364805,0.052,-1.283996656,0.0665,-1.177178355,0.0705,-1.151810883,794.49655
Pumpkinseed,Spill,Summer,Whole Body,5.5,0.740362689,0.227,-0.643974143,0.04865,-1.312917155,0.1225,-0.911863911,0.091,-1.040958608,0.325,-0.488116639,0.157,-0.804100348,3.74,0.572871602,7.06,0.848804701,19.6,1.292256071,3.57,0.552668216,21.4,1.330413773,0.082,-1.086186148,0.1545,-0.811071516,0.12,-0.920818754,6.74,0.828659897,1.08,0.033423755,920,2.963787827,0.747,-0.126679398,0.674,-0.171340103,0.2425,-0.615288257,0.138,-0.860120914,41.4,1.617000341,96.3,1.983626287,16.4,1.214843848,0.053,-1.27572413,0.81,-0.091514981,0.0595,-1.225483034,0.0565,-1.247951552,0.137,-0.863279433,0.592,-0.227678293,0.2575,-0.589222767,0.0795,-1.099632871,0.857,-0.067019178,18.4,1.264817823,0.069,-1.161150909,0.069,-1.161150909,0.818,-0.087246696,0.054,-1.26760624,0.069,-1.161150909,0.073,-1.13667714,1162.87315
Pumpkinseed,Spill,Summer,Whole Body,7,0.84509804,0.223,-0.651695137,0.04775,-1.321026624,0.0365,-1.437707136,0.089,-1.050609993,1.24,0.093421685,0.664,-0.177831921,5,0.698970004,5.09,0.706717782,7.32,0.864511081,1.72,0.235528447,5.7,0.755874856,0.0805,-1.09420412,0.1515,-0.819587367,0.118,-0.928117993,12.5,1.096910013,1.67,0.222716471,1290,3.11058971,1.58,0.198657087,1.1,0.041392685,0.2385,-0.622511617,0.1355,-0.868060705,25.8,1.411619706,82.7,1.91750551,12.2,1.086359831,0.052,-1.283996656,0.472,-0.326058001,0.0585,-1.232844134,0.0555,-1.255707017,0.1345,-0.871277716,3.9,0.591064607,0.253,-0.596879479,0.078,-1.107905397,0.223,-0.651695137,1.5,0.176091259,0.0675,-1.170696227,0.223,-0.651695137,0.3325,-0.47820835,0.053,-1.27572413,0.0675,-1.170696227,0.072,-1.142667504,1462.94625
Pumpkinseed,Spill,Summer,Whole Body,8.5,0.929418926,0.2255,-0.646853454,0.04835,-1.315603522,0.0368,-1.434152181,0.02725,-1.564633493,0.332,-0.478861916,0.04725,-1.325598187,5.25,0.720159303,7.82,0.893206753,23,1.361727836,5.32,0.725911632,19.1,1.281033367,0.0815,-1.088842391,0.1535,-0.81389162,0.1195,-0.922632095,8.32,0.920123326,0.71,-0.148741651,1530,3.184691431,1.58,0.198657087,1.71,0.23299611,0.994,-0.002613616,0.137,-0.863279433,33.4,1.523746467,35.2,1.546542663,10,1,0.0525,-1.279840697,0.902,-0.044793462,0.059,-1.229147988,0.056,-1.251811973,0.0412,-1.385102784,2.5,0.397940009,0.256,-0.591760035,0.079,-1.102372909,10.5,1.021189299,52.1,1.716837723,0.0685,-1.164309429,2.09,0.320146286,0.102,-0.991399828,0.0535,-1.271646218,0.0685,-1.164309429,0.0725,-1.139661993,1752.61335
Pumpkinseed,Spill,Summer,Whole Body,7.5,0.875061263,0.219,-0.659555885,0.04695,-1.328364403,0.03575,-1.446723954,0.0875,-1.057991947,2.36,0.372912003,0.618,-0.209011525,3.33,0.522444234,3.79,0.57863921,9.08,0.958085849,3.1,0.491361694,10.5,1.021189299,0.079,-1.102372909,0.149,-0.826813732,0.116,-0.935542011,19.3,1.285557309,1.11,0.045322979,1150,3.06069784,0.646,-0.189767482,0.758,-0.120330794,0.2345,-0.629857153,0.133,-0.876148359,28.5,1.45484486,78.9,1.897077003,18.5,1.267171728,0.051,-1.292429824,0.46,-0.337242168,0.0575,-1.240332155,0.0545,-1.263603498,0.685,-0.164309429,5.15,0.711807229,0.249,-0.603800653,0.0765,-1.116338565,0.219,-0.659555885,4.19,0.622214023,0.219,-0.659555885,0.0665,-1.177178355,0.099,-1.004364805,0.052,-1.283996656,0.0665,-1.177178355,0.0705,-1.151810883,1343.3587
Pumpkinseed,Spill,Summer,Whole Body,8.5,0.929418926,0.066,-1.180456064,0.0468,-1.329754147,0.03575,-1.446723954,0.0265,-1.576754126,0.33,-0.48148606,0.0459,-1.338187314,3.36,0.526339277,4.31,0.63447727,8.77,0.942999593,3.3,0.51851394,9.77,0.989894564,0.079,-1.102372909,0.149,-0.826813732,0.116,-0.935542011,6.13,0.787460475,1.36,0.133538908,1050,3.021189299,2.29,0.359835482,2.18,0.338456494,1.2,0.079181246,0.133,-0.876148359,21.7,1.336459734,72,1.857332496,9.41,0.973589623,0.051,-1.292429824,0.665,-0.177178355,0.0575,-1.240332155,0.0545,-1.263603498,1.29,0.11058971,1.41,0.149219113,0.248,-0.605548319,0.0765,-1.116338565,0.835,-0.078313525,10.6,1.025305865,0.066,-1.180456064,7.15,0.854306042,0.099,-1.004364805,0.052,-1.283996656,0.066,-1.180456064,0.0705,-1.151810883,1219.59895
Pumpkinseed,Spill,Summer,Liver,13,1.113943352,0.545,-0.263603498,0.117,-0.931814138,0.295,-0.530177984,0.0665,-1.177178355,0.2185,-0.660548559,0.1145,-0.941194513,24,1.380211242,31.3,1.495544338,28.8,1.459392488,12.7,1.103803721,15.2,1.181843588,0.1975,-0.7044329,0.372,-0.42945706,0.1655,-0.781202002,11.9,1.075546961,2.81,0.44870632,2150,3.33243846,8.01,0.903632516,6.76,0.829946696,1.38,0.139879086,0.332,-0.478861916,156,2.193124598,133,2.123851641,78.5,1.894869657,0.1655,-0.781202002,0.1665,-0.778585762,0.144,-0.841637508,0.1655,-0.781202002,0.1,-1,7.24,0.859738566,1.57,0.195899652,0.191,-0.718966633,0.4125,-0.384576047,0.1655,-0.781202002,0.1655,-0.781202002,0.1655,-0.781202002,0.247,-0.607303047,0.13,-0.886056648,0.146,-0.835647144,0.1765,-0.75325529,2674.1345
Pumpkinseed,Spill,Summer,Muscle,13,1.113943352,0.23,-0.638272164,0.0493,-1.307153081,0.03765,-1.424235019,0.092,-1.036212173,0.092,-1.036212173,0.1595,-0.797239313,2.96,0.471291711,4.61,0.663700925,4.47,0.650307523,2.51,0.399673721,2.96,0.471291711,0.083,-1.080921908,0.1565,-0.805485658,0.0695,-1.158015195,2.06,0.31386722,1.19,0.075546961,345,2.537819095,4.47,0.650307523,2.95,0.469822016,0.51,-0.292429824,0.14,-0.853871964,10.2,1.008600172,36.7,1.564666064,12.2,1.086359831,0.0695,-1.158015195,0.07,-1.15490196,0.0605,-1.218244625,0.0695,-1.158015195,0.139,-0.8569852,0.745,-0.127843727,0.2615,-0.582528307,0.0805,-1.09420412,0.1735,-0.760700521,3.87,0.587710965,0.23,-0.638272164,0.0695,-1.158015195,0.104,-0.982966661,0.055,-1.259637311,0.0615,-1.211124884,0.074,-1.13076828,440.03245
Pumpkinseed,Spill,Summer,Liver,12.5,1.096910013,0.835,-0.078313525,0.1785,-0.74836178,0.1365,-0.864867349,0.3335,-0.476904162,0.76,-0.119186408,0.575,-0.240332155,1.4,0.146128036,3.35,0.525044807,6.04,0.781036939,1.14,0.056904851,2.74,0.437750563,0.301,-0.521433504,0.172,-0.764471553,0.2525,-0.597738618,7.54,0.877371346,1.66,0.220108088,423,2.626340367,0.475,-0.32330639,0.68,-0.167491087,0.27,-0.568636236,0.1535,-0.81389162,6.33,0.80140371,65.8,1.818225894,7.65,0.883661435,0.2525,-0.597738618,0.254,-0.595166283,0.219,-0.659555885,0.2525,-0.597738618,0.505,-0.296708622,8.37,0.922725458,0.2865,-0.542875374,0.2915,-0.535361441,0.1905,-0.72010502,0.2525,-0.597738618,0.2525,-0.597738618,0.2525,-0.597738618,0.377,-0.42365865,0.1985,-0.702239489,0.223,-0.651695137,0.269,-0.57024772,544.219
Pumpkinseed,Spill,Summer,Muscle,12.5,1.096910013,0.228,-0.642065153,0.04885,-1.311135432,0.123,-0.910094889,0.0915,-1.038578906,0.0915,-1.038578906,0.158,-0.801342913,0.352,-0.453457337,0.518,-0.28567024,1.05,0.021189299,0.146,-0.835647144,0.41,-0.387216143,0.0825,-1.083546051,0.547,-0.262012674,0.069,-1.161150909,2.08,0.318063335,0.597,-0.224025669,93.7,1.971739591,0.13,-0.886056648,0.187,-0.728158393,0.074,-1.13076828,0.04205,-1.376234,1.32,0.120573931,21,1.322219295,2.86,0.456366033,0.069,-1.161150909,0.0695,-1.158015195,0.06,-1.22184875,0.069,-1.161150909,0.138,-0.860120914,0.573,-0.241845378,0.259,-0.586700236,0.08,-1.096910013,0.052,-1.283996656,0.228,-0.642065153,0.069,-1.161150909,0.069,-1.161150909,0.103,-0.987162775,0.0545,-1.263603498,0.061,-1.214670165,0.0735,-1.133712661,127.9329
Pumpkinseed,Spill,Summer,Whole Body,9,0.954242509,0.0815,-1.088842391,0.19,-0.721246399,0.145,-0.838631998,0.1075,-0.968591536,0.385,-0.41453927,0.186,-0.730487056,4.98,0.697229343,8.3,0.919078092,9.82,0.992111488,3.44,0.536558443,7.88,0.896526217,0.097,-1.013228266,0.183,-0.73754891,0.0815,-1.088842391,7.38,0.868056362,1.27,0.103803721,830,2.919078092,3.23,0.509202522,2.83,0.451786436,0.945,-0.024568191,0.163,-0.787812396,48.4,1.684845362,58.6,1.767897616,10.2,1.008600172,0.0815,-1.088842391,0.082,-1.086186148,0.0705,-1.151810883,0.0815,-1.088842391,0.162,-0.790484985,4.74,0.675778342,0.305,-0.515700161,0.094,-1.026872146,4.04,0.606381365,7.9,0.897627091,0.0815,-1.088842391,0.0815,-1.088842391,0.1215,-0.915423722,0.064,-1.193820026,0.072,-1.142667504,0.0865,-1.062983893,1016.958
Pumpkinseed,Spill,Summer,Whole Body,8,0.903089987,0.2425,-0.615288257,0.052,-1.283996656,0.131,-0.882728704,0.097,-1.013228266,0.884,-0.053547735,0.168,-0.774690718,3.73,0.571708832,8.86,0.947433722,16.5,1.217483944,5.28,0.722633923,10.4,1.017033339,0.289,-0.539102157,0.165,-0.782516056,0.2425,-0.615288257,15.7,1.195899652,2.18,0.338456494,769,2.88592634,4.04,0.606381365,3.81,0.580924976,0.803,-0.095284455,0.1475,-0.83120798,16.9,1.227886705,54.7,1.737987326,11.5,1.06069784,0.0735,-1.133712661,0.074,-1.13076828,0.064,-1.193820026,0.0735,-1.133712661,0.311,-0.507239611,2.15,0.33243846,0.2755,-0.559878397,0.085,-1.070581074,0.183,-0.73754891,1.79,0.252853031,0.2425,-0.615288257,0.0735,-1.133712661,0.1095,-0.960585881,0.0575,-1.240332155,0.065,-1.187086643,0.0785,-1.105130343,931.5275
Pumpkinseed,Spill,Summer,Whole Body,8,0.903089987,0.222,-0.653647026,0.157,-0.804100348,0.12,-0.920818754,0.262,-0.581698709,3.58,0.553883027,3.99,0.600972896,7.7,0.886490725,9.17,0.962369336,8.06,0.906335042,2.38,0.376576957,7.61,0.881384657,0.08,-1.096910013,0.151,-0.821023053,0.222,-0.653647026,30.4,1.482873584,3.4,0.531478917,688,2.837588438,2.12,0.326335861,1.63,0.212187604,0.2375,-0.624336386,0.135,-0.869666232,35.8,1.553883027,114,2.056904851,16.3,1.212187604,0.0675,-1.170696227,0.0675,-1.170696227,0.0585,-1.232844134,0.0675,-1.170696227,0.463,-0.334419009,10.5,1.021189299,0.252,-0.598599459,0.0775,-1.110698297,0.742,-0.129596095,3.15,0.498310554,0.0675,-1.170696227,0.0675,-1.170696227,0.1005,-0.997833938,0.053,-1.27572413,0.196,-0.707743929,0.0715,-1.145693958,951.728
Pumpkinseed,Spill,Summer,Whole Body,10,1,0.235,-0.628932138,0.166,-0.779891912,0.127,-0.896196279,2.34,0.369215857,2.31,0.36361198,1.55,0.190331698,6.33,0.80140371,8.54,0.931457871,15.7,1.195899652,4.14,0.617000341,17.6,1.245512668,0.28,-0.552841969,0.16,-0.795880017,0.235,-0.628932138,23.2,1.365487985,4.03,0.605305046,853,2.930949031,2.83,0.451786436,2.83,0.451786436,0.58,-0.236572006,0.143,-0.844663963,27.4,1.437750563,124,2.093421685,20.5,1.311753861,0.071,-1.148741651,0.0715,-1.145693958,0.062,-1.207608311,0.071,-1.148741651,0.718,-0.143875556,7.54,0.877371346,0.267,-0.573488739,0.082,-1.086186148,0.1775,-0.750801643,1.55,0.190331698,0.071,-1.148741651,0.071,-1.148741651,0.1065,-0.972650392,0.056,-1.251811973,0.063,-1.200659451,0.076,-1.119186408,1129.2795
Pumpkinseed,Spill,Summer,Whole Body,5.5,0.740362689,0.2275,-0.643018599,0.04875,-1.31202538,0.03725,-1.428873723,0.0276,-1.559090918,1.42,0.152288344,0.1575,-0.802719442,4.02,0.604226053,7.24,0.859738566,26.3,1.419955748,7.25,0.860338007,35.6,1.551449998,0.963,-0.016373713,0.155,-0.809668302,0.2275,-0.643018599,29,1.462397998,4.97,0.696356389,913,2.960470778,2.08,0.318063335,2.5,0.397940009,1.15,0.06069784,0.1385,-0.858550227,25.9,1.413299764,82.2,1.914871818,12.9,1.11058971,0.069,-1.161150909,0.0695,-1.158015195,0.06,-1.22184875,0.069,-1.161150909,0.784,-0.105683937,3.69,0.567026366,0.2585,-0.587539453,0.0795,-1.099632871,3.27,0.514547753,14.1,1.149219113,0.069,-1.161150909,0.069,-1.161150909,0.103,-0.987162775,0.054,-1.26760624,0.061,-1.214670165,0.0735,-1.133712661,1180.3916
Pumpkinseed,Spill,Summer,Whole Body,7,0.84509804,0.2415,-0.617082865,0.0515,-1.288192771,0.1305,-0.884389488,0.0965,-1.015472687,0.715,-0.145693958,0.37,-0.431798276,3.85,0.58546073,6.8,0.832508913,21,1.322219295,8.42,0.925312091,19,1.278753601,0.087,-1.060480747,0.1645,-0.783834098,0.073,-1.13667714,8.49,0.92890769,0.834,-0.078833949,1010,3.004321374,1.14,0.056904851,1.69,0.227886705,0.56,-0.251811973,0.1465,-0.834162375,72.2,1.858537198,116,2.064457989,16.6,1.220108088,0.073,-1.13667714,0.0735,-1.133712661,0.0635,-1.197226275,0.073,-1.13667714,0.383,-0.416801226,2.96,0.471291711,0.274,-0.562249437,0.0845,-1.073143291,2.82,0.450249108,43.6,1.639486489,0.073,-1.13667714,0.073,-1.13667714,0.109,-0.962573502,0.0575,-1.240332155,0.0645,-1.190440285,0.078,-1.107905397,1339.5195
Pumpkinseed,Spill,Summer,Whole Body,6.5,0.812913357,0.0665,-1.177178355,0.04695,-1.328364403,0.1185,-0.92628165,0.0266,-1.575118363,0.78,-0.107905397,0.389,-0.410050399,3.82,0.582063363,6.82,0.833784375,12.3,1.089905111,4.03,0.605305046,13.3,1.123851641,0.079,-1.102372909,0.04525,-1.344381416,0.2195,-0.658565475,11,1.041392685,3.45,0.537819095,776,2.889861721,5.43,0.73479983,6.07,0.783188691,1.81,0.257678575,0.1335,-0.874518734,16.2,1.209515015,27.2,1.434568904,8.9,0.949390007,0.0665,-1.177178355,0.067,-1.173925197,0.0575,-1.240332155,0.0665,-1.177178355,0.776,-0.110138279,3.76,0.575187845,0.249,-0.603800653,0.0765,-1.116338565,0.526,-0.279014256,74.6,1.872738827,0.0665,-1.177178355,0.0665,-1.177178355,0.099,-1.004364805,0.052,-1.283996656,0.1935,-0.713319031,0.0705,-1.151810883,979.0278
Pumpkinseed,Spill,Summer,Whole Body,5.5,0.740362689,0.2395,-0.620694482,0.0515,-1.288192771,0.03915,-1.407268234,0.096,-1.017728767,0.623,-0.205511953,0.05,-1.301029996,3.43,0.53529412,6.85,0.835690571,13.3,1.123851641,3.53,0.547774705,12,1.079181246,0.0865,-1.062983893,0.0494,-1.306273051,0.0725,-1.139661993,10.8,1.033423755,1.61,0.206825876,992,2.996511672,2.52,0.401400541,2.15,0.33243846,0.623,-0.205511953,0.1455,-0.837137007,28.2,1.450249108,54.6,1.737192643,9.05,0.956648579,0.0725,-1.139661993,0.073,-1.13667714,0.063,-1.200659451,0.0725,-1.139661993,0.709,-0.149353765,4.35,0.638489257,0.272,-0.565431096,0.0835,-1.078313525,11,1.041392685,6.75,0.829303773,0.0725,-1.139661993,0.0725,-1.139661993,0.1085,-0.964570262,0.057,-1.244125144,0.2115,-0.674689628,0.0775,-1.110698297,1166.16105
Pumpkinseed,Spill,Summer,Whole Body,6.5,0.812913357,0.2315,-0.635449005,0.0495,-1.305394801,0.03785,-1.421934116,0.02805,-1.552067134,0.593,-0.226945307,0.0485,-1.314258261,3.36,0.526339277,12.6,1.100370545,18.4,1.264817823,3.84,0.584331224,9.34,0.970346876,0.0835,-1.078313525,0.1575,-0.802719442,0.2315,-0.635449005,12.9,1.11058971,3.86,0.586587305,573,2.758154622,1.3,0.113943352,1.57,0.195899652,0.2475,-0.606424797,0.1405,-0.852323676,30.9,1.489958479,135,2.130333768,11.4,1.056904851,0.07,-1.15490196,0.2325,-0.633577043,0.061,-1.214670165,0.07,-1.15490196,0.859,-0.066006836,4.04,0.606381365,0.2625,-0.580870692,0.081,-1.091514981,0.053,-1.27572413,2.87,0.457881897,0.572,-0.242603971,0.07,-1.15490196,0.1045,-0.98088371,0.055,-1.259637311,0.062,-1.207608311,0.0745,-1.127843727,828.8559
